"";"cluster";"present_in_n_genomes";"cluster_type_manual";"Afumigatus";"Aoryzae";"Aniger"
"113";149;3;"core";"AFUA_3G14370;AFUA_3G14350";"AO090020000625;AO090020000626";"1061708;1099535;1201155;1115142;1115144;1201159;1079792;1201157;1161476;1130735;128642;1066102;1099537;1080487;1181051;1156039;1149006;1099536;1169884;1201153;1115143;1058970;1156040;1169885;1099538;1063612;1149007;1201161;1181052;1080247;1115145;1141504;1080159"
"114";151;1;"singleton";"";"";"1064302;1059237;1092943;1177406;1138009;1153810;191422;1093381;1061700;1092791"
"115";152;3;"core";"AFUA_2G14800";"AO090026000797";"1086417;1151291;1183862;1173558;1164133;1210609;1134293;1086356;1210606;1120220;1078037;119038;1104588;1210601;1134292;1173557;1183861;181931;1120219;1104587;1164132;1157782;1077418"
"116";158;3;"core";"AFUA_5G01730";"AO090003001351";"1124116;1186055;1136965;1217858;1108478;1074820;1176331;1091181;53694;1074203;1092043;1217862;1108479;1124117;1075434;1159154;1217860;1217864;1108477;1153059;1124115;1091977;1145763;1166224"
"117";160;3;"core";"AFUA_1G04340";"AO090003000915";"1117164;1083403;1117163;1204984;1101549;1162492;1068013;1182153;1132089;1082830;1171307;1065461;1204986;1149902;1117162;1101551;1082864;1156739;196738;1059232;1101550"
"118";159;3;"core";"AFUA_6G02060";"AO090120000087";"1103986;1085471;1103987;1103985;1163795;1173117;1072371;1209430;1074206;1151013;1133858;1085284;1183509;1157570;1119615;1119614;1085433;42089;1071753;1209428;1119616"
"119";161;3;"core";"AFUA_3G03420";"AO090103000167";"1109960;1125597;1220347;1059231;1166908;1220339;1125596;1186774;1109959;1137867;1093747;1065462;1177255;1092756;1109961;191228;1220345;1125598;1066665;1159653;1220343;1153710;1146372;1092994"
"120";162;3;"core";"AFUA_3G04220";"AO090124000084";"1162319;1131819;1083703;1064294;1116846;1181957;1101239;1171019;206414;1204265;1116845;1101238;1066670;1082627;1083608;1149721;1101237;1116847;1156614;1068623;1149722;1156615;1142281;1204260"
"121";163;3;"core";"AFUA_4G08770;AFUA_4G08740";"AO090023000554;AO090023000681;AO090023000677";"1126535;1094392;1154078;203496;1062346;1110893;1222110;1126538;1126537;1094353;1138442;1167369;1064633;1110895;1187259;1177838;1094409;1110894;1065286;1138443;1222114;1187260;1177839;1167370;1146801;1159959"
"122";155;3;"core";"AFUA_1G11110";"AO090038000297";"1129531;1113885;1160965;1168972;1097708;1180020;1129532;1077934;1097996;1227694;1069869;1155405;1140557;1113886;1188965;1113884;1227698;1099014;1077645;1129530;55835"
"123";70;1;"singleton";"";"";"1152767;1090699;1068632;1136613;1090561;192987;1063622;1090412;1061701;1169716;1130575;1152768;1066169;1090967;1136614;1090960;1065740;132425;1090544;1068633;1175974"
"124";167;2;"accessory";"";"AO090010000108";"1133232;1207842;1103113;1118726;1183047;1172481;1084814;1157281;1207838;1150623;1070523;1118728;1084991;1207840;1103112;1073596;1084359;43740;1077073;1103111;1207836;1118727;1163354"
"125";168;1;"singleton";"";"";"1059856;1169696;1130557;1080368;1148889;1063628;1079848;1067564;1080216;1064761;43457"
"126";169;3;"core";"AFUA_3G05950";"AO090020000064";"1095913;1128471;1168282;1112824;1072366;1188226;1179170;1225546;1112823;1073594;1096231;1139740;1154960;39502;1112822;1160583;1096085;1225548;1128470;1076779;1128472"
"127";157;3;"core";"AFUA_5G09710";"AO090005000276";"1073595;1105196;1184277;1174140;1087686;1134849;1087457;1072982;1164523;1074815;1120832;1120833;1105195;56235;1105194;1211992;1120834;1087605;1211995;1158027;1151638"
"128";170;2;"accessory";"AFUA_2G01760";"";"1093703;1064874;1221091;1177502;1061123;1093652;1093663;1066671;204050;1221087;1153888;1159783;1110334;1110333;1110335;1167083;1125973;1125974;1125972;1186958;1146526;1138106"
"129";171;3;"core";"AFUA_6G04080";"AO090701000132";"1151201;1157699;1210098;1119995;1086954;1104366;1069870;1071167;1163996;1086399;1134141;1086583;1183718;1210100;1104367;1173394;1104368;1071752;1119997;182232;1119996"
"130";172;3;"core";"AFUA_3G13790;AFUA_3G13770";"AO090012000773;AO090012000772";"1165594;1175461;1185396;1215544;1107019;1088992;1122656;1068303;1158676;207175;1088944;1075524;1122654;1088841;1152403;1107017;1107018;1122655;1215548;1068768;1122652;1107015;1158675;1215534;1090131;207173;1152402;1063948;1107014;1175460;1185395;1088783;1122651;1061642;1215530;1122653;1107016;1089821;1215538;1060030;1145208;1136119"
"131";173;3;"core";"AFUA_6G04830;AFUA_6G04810";"AO090701000056;AO090701000058";"1157672;1209925;1134065;1151170;1119912;1183651;1104283;1086424;1209922;215111;1069406;1173320;1209919;1086520;1119911;1209917;1104282;1070008;1173321;40332;1183652;1143681;1163933"
"132";175;2;"accessory";"";"AO090010000045";"1084719;1118525;1163256;1172287;1133032;1207472;1076780;1084847;1118524;1102909;1074816;1207475;1150472;1157208;1102908;1076091;189853;1084962;1118523;1207478;1102910;1182954"
"133";176;3;"core";"AFUA_2G01500;AFUA_2G01510";"AO090701000809;AO090701000799;AO090701000810";"1093008;1125809;1064300;1110174;1220701;1167002;1137973;1125812;1093625;1110176;1067514;1110177;1125813;1220704;1093509;1059413;1153787;1159726;1220707;1186875;1177367;44492;1125811;1125810;1159725;1220693;1060313;1153786;1186874;1093438;1110173;1110175;1093492;1177366;132708;1067867;1146474;1220697"
"134";177;3;"core";"AFUA_2G15010";"AO090012000420";"1104556;1173535;1086715;1104555;1120186;1120187;1210528;1086434;1183841;1086278;1120188;1164112;1069871;1134271;1077419;1070518;200656;1151282;1157773;1210530;1143850;1104554"
"135";180;3;"core";"AFUA_1G03930;AFUA_1G03920";"AO090003000958";"1117107;1156720;1062368;1084228;1149881;206273;1067283;1171273;1162466;1117111;1101498;1204896;1182124;1132057;1083728;1117110;1083253;1101497;1204898;1059029;1117109;1062403;1182122;1084232;1171268;1162464;1083214;1063913;1204893;1101495;1117108;1101496;1132052;1142398;1101494"
"136";174;3;"core";"AFUA_3G12810";"AO090012000841";"1152365;1088504;1122546;1106911;1106912;207109;1122547;1175405;1076090;1215387;1185345;1122548;1088507;1078650;1158642;1106913;1090132;1074817;1215391;1165550;1136069;1215383"
"137";182;3;"core";"AFUA_6G13120";"AO090003000437";"1072360;1098492;1228893;1073588;1098080;52574;1078640;1180556;1141075;1098191;1228895;1161166;1155673;1189373;1114411;1114410;1114412;1169363;1130062;1130061;1130063;1043125"
"138";183;3;"core";"AFUA_1G02140";"AO090005000884";"1150008;1117438;1101829;1101827;1101828;1064896;1162671;46621;1084056;1132294;1205602;1083085;1117440;1061737;1117439;1182342;1082958;1205600;1171520;1067351;1101830;1101832;1101831;1117442;1083613;1117443;55395;1083122;1205605;1117441;1063555;1061011;1061621;1082623;1171521;1182343;1142627;1142626;1156840"
"139";185;2;"accessory";"AFUA_1G13930";"";"1140834;1228306;177953;1180311;1189209;1189210;176315;1180312;1169201"
"140";188;1;"singleton";"";"";"1098755;1229435;1114706;1098125;1130357;1114708;1130358;1114707;1130359;1180750;37721;1155795;1189531;1074198;1099005;1161268;1077920;1229433;1229430;1169515;1141264;1148754;1076092"
"141";189;1;"singleton";"";"";"1095903;1067336;1095912;1061125;1224632;1224631;1068008;1095620;1224630;1139380;1178806;1224628;1154678;1224629"
"142";190;3;"core";"AFUA_7G02480;AFUA_7G02490;AFUA_7G02500";"AO090038000624;AO090038000626;AO090038000625";"1183168;1103395;1119009;1069268;1084914;1208287;1157373;1208288;1150744;1208289;1163466;1133384;1073269;1119007;1208286;1119008;1078463;1085115;1103393;1084287;1103394;1208290;1084838;1103398;1119012;1150745;1070871;1157374;1119014;1070960;1119013;1085095;1075245;1103400;1103399;1084631;1011243;1163467;1143283;56966;1011228;203208;1119011;1103396;1084736;1071314;1011236;1119010;1103397;1133385;1085010;1064639;1143285;1172636"
"143";191;3;"core";"AFUA_2G05020";"AO090003000304;AO090003000305";"1187907;1167983;1139286;1224339;1061690;1095490;1127810;1224337;1154616;1112163;1112164;1095965;1127812;1127811;1095843;1063307;1160354;1112165;1065463;128777;1147337;1147336;1147335;1178707"
"144";192;3;"core";"AFUA_3G10170;AFUA_3G10160";"AO090003000552;AO090003000551";"1218636;1091318;1166427;1137248;1159301;1153256;1186272;1176616;1108903;1218640;1091589;1074536;1124545;1073892;1108904;41071;1091514;1124546;1108901;1124543;1218632;1092170;1077478;210577;1159302;1153270;1124544;1218633;1091117;1108902;1072679;1077931"
"145";193;3;"core";"AFUA_1G01490";"AO090102000259;AO090102000260";"1164328;1211322;1120541;1120540;1211320;1173849;1086437;1086546;1076088;1157914;1071754;1104909;1104908;210395;1151469;1184074;1211324;1104910;1087162;1074045;1120542;1134575"
"146";194;3;"core";"AFUA_2G06050;AFUA_2G06040;AFUA_2G06060";"AO090001000720;AO090001000719;AO090001000721";"1066676;128666;1216519;1088959;1067333;1152638;1158870;1152639;1165888;1136487;1123270;1107634;1107637;1216521;1175846;1123273;1090216;1185704;1062494;1123271;1024429;1107635;1175845;1185703;1059081;1089857;1123272;1158871;1107636;1062697;1107638;1089566;1123274;1136488;1216524;1165889;1175847;1185705;1089842"
"147";195;3;"core";"AFUA_2G17180";"AO090102000100;AO090102000101";"1138823;1167673;1178236;1187588;1127112;1127113;1127111;1111467;1111465;1111466;1223138;1094889;1094875;1094844;1034322;1076667;1074073;1077271;1147083;1147085;1223140"
"148";196;3;"core";"AFUA_7G05700";"AO090005000435";"1211822;1087289;1151611;1105121;1157999;1087768;1174080;1120760;1105122;1184228;1164473;180613;1069872;1120759;1073589;1211824;1134792;1105120;1120758;1211818;1070761;1087479;1144125"
"149";197;3;"core";"AFUA_3G14590;AFUA_3G14600;AFUA_8G07260";"AO090701000490;AO090701000504;AO090701000482";"1130546;1080460;1200696;1114899;1099297;1065487;1148876;1155948;1180918;1080358;1099295;1099296;1200694;1079907;1169682;1059529;1114898;1114897;1067090;1062379;1155949;1114900;1059218;1114902;1114901;1200700;1080200;54408;1080553;1061713;1180919;1079952;1099298;1099299;1099300;1148877;1169683;43473;1079707;1180920;1114904;1114905;1059067;1080211;1062848;43469;1169684;1099302;1099303;1200707;1155950;1148878;1099301;1200703;1064625;1114903;1080070;1141411;1161353"
"150";181;3;"core";"AFUA_4G03070";"AO090102000248";"1069211;1100326;1115930;1115932;1115931;1161878;1170386;1100328;1100327;1181480;211092;1080999;1077415;1080981;1080788;1076776;1131217;1202543;1149316;1156299;1202546"
"151";198;3;"core";"AFUA_7G03760";"AO090026000840";"1081911;1116449;1100845;1149540;1156475;1203507;1170714;1116451;1181743;1082020;1203510;1116450;1081953;1203512;1062349;1068618;138621;1131526;1203515;1162122;1100846;1100847;1061124"
"152";199;3;"core";"AFUA_4G11070";"AO090003001114";"1111136;1094701;1111134;1066667;1167488;1066666;45389;1068624;1126780;1154169;1094457;1126779;1094179;1160036;1222530;1177983;1126781;1187383;1138582;1146908;1111135"
"153";200;1;"singleton";"";"";"1083815;1132501;1082436;1061689;1150109;1171731;1084167;118881;1060043;1061687"
"154";201;3;"core";"AFUA_6G03960";"AO090701000149";"1086609;1120030;1210178;1104401;1120032;1134161;1104403;1173414;1072983;1087032;1164016;1183738;1210182;1120031;1074485;1104402;1087154;215019;1157712;1151214;1210180;1014308;1143754;1074199"
"155";203;1;"singleton";"";"";"1135046;1212562;1212559;1073813;1087912;1212556;1151742;1158109;1174349;1184457;1212553;1174348;1184456;143382;128051;1164691"
"156";204;3;"core";"AFUA_4G11290";"AO090003001091";"1187364;1138561;1093946;1177961;1222458;1094048;1167469;1154153;1126736;1111089;1160021;1126734;1067332;1059233;1068619;1126735;1094178;1111090;1111091;57363;1146886;1146887"
"157";205;3;"core";"AFUA_5G03720";"AO090102000581;AO090102000582";"1156114;1115384;1067350;1099779;1079821;56877;1201624;1079805;1115383;1059873;1099778;1099780;1115385;1080509;1062079;1201628;1130909;1161622;1181206;1170063;1170061;1181204;43110;1201621;1130908;1161621;1181205;1170062;1174095;1149095"
"158";206;2;"accessory";"";"AO090005000067;AO090010000484;AO090124000009";"1168154;1178990;1188089;1225082;1128195;1225081;1096815;1112547;199457;1078708;1154866;1225088;1128196;1095436;1074320;1112548;1069302;1076863;1116082;1116083;1081484;1003330;1116084;1170464;1075517;1131291;1100478;1100479;1100477;211163;1161944;1081232;1141947;1181549;1080888;1156349;1149374;39337;1225079;1154842;1160492;1076328;1225077;1096623;1071085;1095899;1095457;1070412;1225086;1112544;1112545;1112546;1128192;1128194;1128193;1063507;1112549;1075952;1112550;1139567"
"159";207;3;"core";"AFUA_2G13290";"AO090026000289";"1152041;1071161;1213931;1213928;1121693;1074852;1121692;1088376;1074860;1089238;1174871;1106056;1106055;1135552;1184885;1165105;1121690;1106053;1158354;1020077;1135551;1213919;1174870;1072505;1088462;1074050;1088491;1213921;1121689;1106052;1106054;1184884;1121691;1165104;1020070;1144724;1144725;1089178"
"160";208;1;"singleton";"";"";"1085513;1077411;1133637;1078638;1085491;1172892;1085388;1059813;1150904"
"161";209;3;"core";"AFUA_2G13360;AFUA_2G13370";"AO090026000309;AO090026000314";"1089565;1213957;1071168;1121709;1158360;1152047;1106072;1184895;1213953;1165115;1078000;1121710;1088087;1106073;1174881;1135562;1077588;1213949;1106071;1121708;1088829;1072486;1089916;1184896;1070625;1121711;1121712;1213961;1174882;1135563;1165116;1088924;1106074;1106075;1152048;1158361;173346"
"162";210;1;"singleton";"";"";"1077921;1120482;1104850;1211237;1173817;1104851;1120483;1086555;1184049;1076654;1157891;1151439;1211242;1134543;1211240;1164304;1120484;1086527;1211244;1104852;1072460;128772;1086986"
"163";211;2;"accessory";"";"AO090010000171";"1141260;1180746;1114696;1161264;1076005;1130347;1098690;1229415;1189527;1229417;1155791;1229411;1098653;1130346;1075070;1114695;1130345;1229409;1114694;1098798;1078081;47227;1169511"
"164";212;3;"core";"AFUA_7G06360";"AO090010000626";"1161884;1149321;1202565;1069237;1081249;1080815;1080857;1071177;1170394;185668;1069894;1202570;1156303;1115944;1149322;1100339;1080676;1068451;1181486;1170395;184507;1141891;1131225"
"165";213;1;"singleton";"";"";"1158473;1088098;1122071;1064285;1152180;36929;1106433;1175105;1214656;1135775;1214654"
"166";214;3;"core";"AFUA_3G12530";"AO090005000715";"1158624;1152343;174806;1215302;1122506;1066654;1106870;1185321;1175375;1089943;1165527;1136040;1088881;1106868;1068620;1122504;1215301;1215306;1088665;1068075;1122505;1106869;1106871;1062418;1145143"
"167";217;3;"core";"AFUA_6G14330;AFUA_6G14350";"AO090103000420;AO090103000443;AO090103000440";"1180695;1203931;1149632;1156556;1140410;1168851;1227344;38580;1227346;1155353;1188830;1160917;1179862;1203935;1162244;1131675;1170871;1181873;1203932;1101081;1116689;1082015;1203934;1065757;129111;1130285;1141210;1114636;55671;1073625;1169473;1155759;1114635;1130286;1098472;1097748;1130287;1098248;1229319;1114634;1069911;1161238;1078759;1098925;1098562;1098065;1074667;1077646;1075821;1098670;1130289;1155760;1098805;1130290;1072419;1229323;1070538;1114638;1114639;1161239;1229321;1169474;1141211;1098534;1114637;1229325;1130288;1074032;37772;1129387;1129388;1129389;1098956;1098327;1098332;1227348;1148705;1148704;1142221;1189488"
"168";202;1;"singleton";"";"";"1156859;1150033;1162711;1132346;1061126;1101888;1171571;1182387;1117498;1062301;1084093;215013;1205724;1205727;1059256;1101887;36011;1101889"
"169";218;3;"core";"AFUA_3G08020;AFUA_3G08030;AFUA_3G08040";"AO090005001480;AO090005001478;AO090005001477";"1122869;1107233;1152494;128750;1060528;1158741;1066614;1136251;1122867;1089268;1107231;1165681;1023345;1067402;1122868;1107232;1089784;1185487;1175594;1023346;1185489;1215872;1107234;1088664;1136253;1076068;1122870;1165683;1175596;1088427;1107235;1075864;1122871;1185488;1165682;1023348;1175595;1136252;1145288;1122872;1122873;1023353;1185490;1136254;1165684;1107236;1107237;1175597;1145289;1088678;1089781;1077773;1075023;1089890"
"170";219;3;"core";"AFUA_2G05180";"AO090103000415";"1086006;1073582;118758;1173236;1209675;1085946;1078284;1133981;1209672;1209673;1151100;1085982;1209674;1073205;1086152;1070361;1209676"
"171";220;1;"singleton";"";"";"1202315;215069;1069867;1149262;1131124;1202314;1080639;1072458;1202313;1170289;1076179;1081621;1170290;1181405;1081618"
"172";216;3;"core";"AFUA_6G12530;AFUA_6G12522;AFUA_6G12540";"AO090003000364;AO090003000365;AO090003000363";"1180607;1141124;1229082;1169409;1161196;1229078;1155705;1114518;1229074;1130169;1114519;1130170;1097920;1069491;1097925;1078596;47288;1130168;1229073;1076919;1114517;1098160;1141123;1169408;1098157;1071946;1229067;207667;1070409;1155704;1097969;1161195;1114514;1114516;1114515;1130166;1130165;1130167;1229071;1097902;1072910;1148642;1189420"
"173";221;3;"core";"AFUA_6G12400";"AO090009000174";"1229114;1155709;1098549;1098584;1074200;1161200;1098210;1141132;1189429;1130189;1169416;1077917;1130190;1130188;207660;1077922;1114537;1114538;1114539;1180617;1148650"
"174";223;3;"core";"AFUA_1G05830";"AO090009000349";"1097039;1128918;1097610;1113271;1160758;1128919;1155184;1128917;1226500;1179517;1140073;1226497;1188506;1168545;211990;1069864;1074818;1072361;1113272;1113273;1097621"
"175";224;3;"core";"AFUA_1G04260;AFUA_1G04240";"AO090003000924;AO090003000923";"1182145;1204968;1132081;1149898;1082662;1204967;1083091;1058912;1204966;1132080;171090;1162484;1162485;1117153;1156735;1117152;1117151;1101538;1101540;1101539;1063096;170223;1083198;1067388;1142422;1142421;1171299"
"176";226;3;"core";"AFUA_2G15130;AFUA_1G14330;AFUA_5G00790";"AO090038000449;AO090011000378;AO090012000328";"1131768;1134261;1164103;1210500;1150300;1206857;1163061;1118103;1157075;1118104;1082838;1076791;1182755;1083353;1072996;1132781;1102495;1172028;1102494;1077954;1082869;1118102;55273;1206856;1102493;1118567;1084627;1084633;1207556;1163276;1118566;1157223;1118568;1182975;1150497;1071606;1077267;1133065;1074223;1102952;1102953;1102951;212946;1084714;1172322;40532;1151277;1183832;1210503;1086847;1072044;1087014;1173525;1120176;1073875;1104545;1120177;1104544;1157769;1081893;1060539;1063058;1059249;1149686;1081796;1170973;1081794;192036;1082040;1082030;191996;1149685;1204139;1067968;1116783;1116782;1064840;1170972;1156591;1181931;1101175;1101174;1142263;1148319;1162291"
"177";228;3;"core";"AFUA_5G04010";"AO090102000604";"1115351;1099747;1066659;212403;1115352;1161597;1181181;1067127;1130880;1099745;1170034;1079816;1201543;1080244;1201544;1067760;1099746;1115353;1201542;1149082;1161598;1201552;1130881;1170035;1181182;1079755;1201548;1115354;1068929;1099748;1080552"
"178";229;1;"singleton";"";"";"1081544;1074813;1170260;1080831;1131094;1202247;1075781;1149241;1202246;1069900;1081154;128711;1202248"
"179";231;3;"core";"AFUA_3G04210";"AO090124000083";"1083280;1116850;1156616;1204278;1059536;1162320;1131820;1101241;1149723;1181958;1062682;1084119;1171020;1101242;1065947;55511;1204272;1083674;1130576;1169717;1080533;1068070;1079714;1064326;188253;1068052;1079866;1101240;1116848;1142282;1116849"
