"Aoryzae";"cluster"
"AO090120000350";"cluster_1108"
"AO090003000326";"cluster_1110"
"AO090102000125";"cluster_943"
"AO090102000126";"cluster_943"
"AO090005001313";"cluster_1090"
"AO090001000445";"cluster_1090"
"AO090003000664";"cluster_1112"
"AO090003000666";"cluster_1112"
"AO090003000536";"cluster_981"
"AO090005000141";"cluster_1114"
"AO090701000416";"cluster_1119"
"AO090701000411";"cluster_1119"
"AO090103000393";"cluster_1119"
"AO090138000024";"cluster_852"
"AO090138000025";"cluster_852"
"AO090005001573";"cluster_1120"
"AO090003000939";"cluster_1093"
"AO090003000940";"cluster_1093"
"AO090701000161";"cluster_1121"
"AO090003000798";"cluster_1122"
"AO090023000329";"cluster_1117"
"AO090003001383";"cluster_901"
"AO090102000174";"cluster_1123"
"AO090020000084";"cluster_1124"
"AO090020000085";"cluster_1124"
"AO090020000539";"cluster_1126"
"AO090102000163";"cluster_1129"
"AO090012000507";"cluster_1131"
"AO090005000622";"cluster_1001"
"AO090003000453";"cluster_605"
"AO090023000492";"cluster_1128"
"AO090023000761";"cluster_1132"
"AO090023000762";"cluster_1132"
"AO090102000544";"cluster_1134"
"AO090102000470";"cluster_1138"
"AO090102000473";"cluster_1138"
"AO090102000471";"cluster_1138"
"AO090020000087";"cluster_1046"
"AO090120000502";"cluster_1069"
"AO090003000271";"cluster_1115"
"AO090005000796";"cluster_1125"
"AO090003001138";"cluster_1141"
"AO090003001137";"cluster_1141"
"AO090012000624";"cluster_1135"
"AO090026000798";"cluster_919"
"AO090001000482";"cluster_1147"
"AO090005000413";"cluster_1148"
"AO090038000088";"cluster_1150"
"AO090010000304";"cluster_1151"
"AO090010000305";"cluster_1151"
"AO090010000306";"cluster_1151"
"AO090701000753";"cluster_1153"
"AO090701000754";"cluster_1153"
"AO090701000311";"cluster_1154"
"AO090701000310";"cluster_1154"
"AO090005001458";"cluster_1158"
"AO090026000402";"cluster_1160"
"AO090026000403";"cluster_1160"
"AO090005000291";"cluster_836"
"AO090005000294";"cluster_836"
"AO090005000293";"cluster_836"
"AO090005001650";"cluster_1139"
"AO090023000990";"cluster_1163"
"AO090023000839";"cluster_1088"
"AO090102000365";"cluster_1156"
"AO090003000835";"cluster_1149"
"AO090001000688";"cluster_1167"
"AO090023000859";"cluster_1170"
"AO090038000354";"cluster_1168"
"AO090001000669";"cluster_1109"
"AO090001000667";"cluster_1109"
"AO090001000670";"cluster_1109"
"AO090001000668";"cluster_1109"
"AO090023000099";"cluster_1177"
"AO090003000967";"cluster_1188"
"AO090003000968";"cluster_1188"
"AO090012000505";"cluster_1144"
"AO090005001063";"cluster_767"
"AO090010000298";"cluster_1191"
"AO090003001123";"cluster_1070"
"AO090020000604";"cluster_1183"
"AO090011000093";"cluster_1146"
"AO090005001153";"cluster_1165"
"AO090012000733";"cluster_1145"
"AO090038000301";"cluster_1200"
"AO090023000082";"cluster_1202"
"AO090701000406";"cluster_1194"
"AO090026000844";"cluster_1205"
"AO090012000584";"cluster_1192"
"AO090120000052";"cluster_1207"
"AO090009000419";"cluster_1211"
"AO090005000697";"cluster_1213"
"AO090005000439";"cluster_1218"
"AO090020000031";"cluster_1219"
"AO090020000032";"cluster_1219"
"AO090020000674";"cluster_1215"
"AO090003000828";"cluster_1222"
"AO090003000683";"cluster_1223"
"AO090005001576";"cluster_1224"
"AO090003000953";"cluster_1206"
"AO090206000079";"cluster_1182"
"AO090701000144";"cluster_1181"
"AO090206000014";"cluster_1227"
"AO090012000777";"cluster_1230"
"AO090009000456";"cluster_1209"
"AO090120000140";"cluster_1229"
"AO090026000778";"cluster_1231"
"AO090701000515";"cluster_1231"
"AO090026000779";"cluster_1231"
"AO090011000092";"cluster_1233"
"AO090120000476";"cluster_1234"
"AO090011000925";"cluster_1198"
"AO090005000428";"cluster_1228"
"AO090102000102";"cluster_1176"
"AO090001000500";"cluster_1237"
"AO090001000502";"cluster_1237"
"AO090001000503";"cluster_1237"
"AO090003001472";"cluster_1238"
"AO090011000816";"cluster_1241"
"AO090011000817";"cluster_1241"
"AO090003001498";"cluster_1232"
"AO090003001497";"cluster_1232"
"AO090120000263";"cluster_1232"
"AO090138000171";"cluster_1247"
"AO090023000443";"cluster_1250"
"AO090023000710";"cluster_1254"
"AO090701000776";"cluster_1256"
"AO090701000777";"cluster_1256"
"AO090026000424";"cluster_1179"
"AO090003000089";"cluster_1257"
"AO090003000088";"cluster_1257"
"AO090010000349";"cluster_1251"
"AO090026000060";"cluster_1258"
"AO090001000706";"cluster_1252"
"AO090701000694";"cluster_1248"
"AO090005000724";"cluster_1253"
"AO090003001055";"cluster_1263"
"AO090026000318";"cluster_1267"
"AO090005001575";"cluster_1269"
"AO090701000675";"cluster_1269"
"AO090005001574";"cluster_1269"
"AO090026000562";"cluster_1269"
"AO090005000611";"cluster_1240"
"AO090005000612";"cluster_1240"
"AO090120000482";"cluster_1274"
"AO090020000225";"cluster_1275"
"AO090003000293";"cluster_1275"
"AO090005000664";"cluster_1276"
"AO090005000663";"cluster_1276"
"AO090023000814";"cluster_1261"
"AO090012000503";"cluster_1260"
"AO090005000621";"cluster_1281"
"AO090003000816";"cluster_1280"
"AO090023000849";"cluster_1282"
"AO090011000125";"cluster_1283"
"AO090003000762";"cluster_1243"
"AO090003000225";"cluster_1285"
"AO090038000453";"cluster_1220"
"AO090026000342";"cluster_1288"
"AO090023000426";"cluster_1287"
"AO090005001185";"cluster_1289"
"AO090001000516";"cluster_1225"
"AO090026000373";"cluster_1203"
"AO090023000537";"cluster_1292"
"AO090113000029";"cluster_1292"
"AO090701000736";"cluster_1293"
"AO090003000492";"cluster_1294"
"AO090011000635";"cluster_1291"
"AO090001000571";"cluster_1172"
"AO090003000427";"cluster_1193"
"AO090003000042";"cluster_1196"
"AO090701000173";"cluster_1297"
"AO090005000460";"cluster_1278"
"AO090011000544";"cluster_1298"
"AO090011000545";"cluster_1298"
"AO090003000228";"cluster_1300"
"AO090012000825";"cluster_1246"
"AO090011000563";"cluster_1277"
"AO090003000222";"cluster_1235"
"AO090120000285";"cluster_1175"
"AO090012000225";"cluster_1304"
"AO090012000630";"cluster_1309"
"AO090009000307";"cluster_1255"
"AO090102000565";"cluster_1315"
"AO090020000403";"cluster_1315"
"AO090012000126";"cluster_1316"
"AO090005001071";"cluster_1322"
"AO090001000453";"cluster_1323"
"AO090124000091";"cluster_1326"
"AO090023000929";"cluster_1328"
"AO090120000158";"cluster_1330"
"AO090026000368";"cluster_1290"
"AO090005000174";"cluster_1332"
"AO090009000426";"cluster_1329"
"AO090005001425";"cluster_1334"
"AO090012000745";"cluster_1340"
"AO090003000728";"cluster_1325"
"AO090003000729";"cluster_1325"
"AO090102000164";"cluster_1344"
"AO090026000164";"cluster_1348"
"AO090026000165";"cluster_1348"
"AO090003000470";"cluster_1347"
"AO090009000173";"cluster_1351"
"AO090010000654";"cluster_1351"
"AO090001000086";"cluster_1351"
"AO090001000635";"cluster_1351"
"AO090001000636";"cluster_1351"
"AO090003000032";"cluster_1356"
"AO090003000033";"cluster_1356"
"AO090026000143";"cluster_1355"
"AO090012001024";"cluster_1303"
"AO090026000623";"cluster_1359"
"AO090026000624";"cluster_1359"
"AO090011000320";"cluster_1336"
"AO090012000904";"cluster_1268"
"AO090103000001";"cluster_1362"
"AO090102000168";"cluster_1364"
"AO090005000070";"cluster_1364"
"AO090012000066";"cluster_1364"
"AO090701000417";"cluster_1364"
"AO090038000550";"cluster_1369"
"AO090009000580";"cluster_1371"
"AO090005001277";"cluster_1372"
"AO090005001279";"cluster_1365"
"AO090023000031";"cluster_1375"
"AO090023000280";"cluster_1381"
"AO090012000405";"cluster_1346"
"AO090120000211";"cluster_1384"
"AO090103000095";"cluster_1385"
"AO090701000397";"cluster_1342"
"AO090103000011";"cluster_1393"
"AO090005001578";"cluster_1394"
"AO090005001579";"cluster_1394"
"AO090026000226";"cluster_1392"
"AO090012000445";"cluster_1357"
"AO090120000322";"cluster_1397"
"AO090020000530";"cluster_1361"
"AO090003000051";"cluster_1399"
"AO090005001111";"cluster_1400"
"AO090003000819";"cluster_1408"
"AO090003000820";"cluster_1408"
"AO090005000695";"cluster_1368"
"AO090023000647";"cluster_1410"
"AO090003000945";"cluster_1313"
"AO090009000496";"cluster_1415"
"AO090005001222";"cluster_1417"
"AO090005001517";"cluster_1418"
"AO090012000277";"cluster_1420"
"AO090012000957";"cluster_1387"
"AO090010000470";"cluster_1425"
"AO090102000255";"cluster_1425"
"AO090102000600";"cluster_1430"
"AO090003000564";"cluster_1433"
"AO090005000644";"cluster_1437"
"AO090005000645";"cluster_1437"
"AO090003000826";"cluster_1440"
"AO090010000752";"cluster_1441"
"AO090010000753";"cluster_1441"
"AO090009000381";"cluster_1447"
"AO090120000083";"cluster_1436"
"AO090005001036";"cluster_1404"
"AO090003000654";"cluster_1374"
"AO090206000049";"cluster_1438"
"AO090113000126";"cluster_1456"
"AO090673000002";"cluster_1455"
"AO090701000375";"cluster_1457"
"AO090005001634";"cluster_1468"
"AO090010000778";"cluster_1331"
"AO090701000622";"cluster_1471"
"AO090005001241";"cluster_1469"
"AO090003000469";"cluster_1472"
"AO090701000047";"cluster_1474"
"AO090003000901";"cluster_1476"
"AO090701000444";"cluster_1461"
"AO090003000844";"cluster_1130"
"AO090120000243";"cluster_1478"
"AO090102000647";"cluster_1450"
"AO090701000401";"cluster_1427"
"AO090005000063";"cluster_1479"
"AO090026000828";"cluster_1481"
"AO090701000042";"cluster_1484"
"AO090001000416";"cluster_1489"
"AO090001000417";"cluster_1489"
"AO090003001519";"cluster_1487"
"AO090003001209";"cluster_1482"
"AO090003000106";"cluster_1491"
"AO090023000411";"cluster_1490"
"AO090023000407";"cluster_1490"
"AO090003001080";"cluster_1493"
"AO090003000381";"cluster_1494"
"AO090003000382";"cluster_1494"
"AO090005000824";"cluster_1428"
"AO090023000107";"cluster_1412"
"AO090020000389";"cluster_1505"
"AO090001000722";"cluster_1508"
"AO090001000633";"cluster_1509"
"AO090020000086";"cluster_1511"
"AO090120000138";"cluster_1512"
"AO090023000821";"cluster_1504"
"AO090011000301";"cluster_1515"
"AO090001000613";"cluster_1517"
"AO090003000702";"cluster_1047"
"AO090020000057";"cluster_1522"
"AO090023000988";"cluster_1525"
"AO090005001545";"cluster_1523"
"AO090026000833";"cluster_1536"
"AO090012000979";"cluster_1539"
"AO090012000977";"cluster_1539"
"AO090102000498";"cluster_1541"
"AO090102000499";"cluster_1541"
"AO090012000627";"cluster_1546"
"AO090102000503";"cluster_1544"
"AO090011000892";"cluster_1548"
"AO090011000542";"cluster_1552"
"AO090011000543";"cluster_1552"
"AO090023000933";"cluster_1549"
"AO090012000104";"cluster_1550"
"AO090020000207";"cluster_1555"
"AO090012000944";"cluster_1556"
"AO090023000319";"cluster_1562"
"AO090102000559";"cluster_1557"
"AO090003001502";"cluster_1565"
"AO090003001501";"cluster_1565"
"AO090009000607";"cluster_1568"
"AO090009000660";"cluster_1563"
"AO090023000215";"cluster_1535"
"AO090701000124";"cluster_1496"
"AO090005000842";"cluster_1575"
"AO090010000439";"cluster_1547"
"AO090023000626";"cluster_1578"
"AO090103000137";"cluster_1581"
"AO090701000830";"cluster_1581"
"AO090011000488";"cluster_1581"
"AO090023000833";"cluster_1582"
"AO090005000503";"cluster_1586"
"AO090005000497";"cluster_1586"
"AO090026000790";"cluster_1584"
"AO090020000280";"cluster_1584"
"AO090003000280";"cluster_1521"
"AO090011000706";"cluster_1587"
"AO090005001637";"cluster_1594"
"AO090038000532";"cluster_1593"
"AO090102000538";"cluster_1595"
"AO090038000308";"cluster_1561"
"AO090001000576";"cluster_1598"
"AO090003000724";"cluster_1591"
"AO090005001519";"cluster_1514"
"AO090012000267";"cluster_1529"
"AO090011000449";"cluster_1604"
"AO090005000838";"cluster_1600"
"AO090012000065";"cluster_1610"
"AO090011000904";"cluster_1610"
"AO090009000183";"cluster_1613"
"AO090010000059";"cluster_1620"
"AO090023000645";"cluster_1605"
"AO090206000061";"cluster_1611"
"AO090005000912";"cluster_1619"
"AO090005000197";"cluster_1619"
"AO090005001276";"cluster_1618"
"AO090005001182";"cluster_1621"
"AO090005001181";"cluster_1621"
"AO090011000362";"cluster_1626"
"AO090003000605";"cluster_1580"
"AO090102000208";"cluster_1533"
"AO090102000207";"cluster_1533"
"AO090026000831";"cluster_1624"
"AO090701000589";"cluster_1633"
"AO090012000084";"cluster_1633"
"AO090026000212";"cluster_1633"
"AO090005001370";"cluster_1633"
"AO090005001371";"cluster_1633"
"AO090020000035";"cluster_1631"
"AO090003000861";"cluster_1635"
"AO090003000860";"cluster_1635"
"AO090026000404";"cluster_1641"
"AO090103000209";"cluster_1641"
"AO090038000260";"cluster_1638"
"AO090102000599";"cluster_1640"
"AO090020000105";"cluster_1642"
"AO090003000822";"cluster_1543"
"AO090038000139";"cluster_1542"
"AO090003000289";"cluster_1601"
"AO090120000484";"cluster_1643"
"AO090023000829";"cluster_1648"
"AO090023000828";"cluster_1648"
"AO090009000348";"cluster_1647"
"AO090003001511";"cluster_1650"
"AO090103000127";"cluster_1650"
"AO090012000135";"cluster_1650"
"AO090005001618";"cluster_1653"
"AO090005001405";"cluster_1458"
"AO090023000743";"cluster_1571"
"AO090026000075";"cluster_1659"
"AO090003001177";"cluster_1660"
"AO090701000684";"cluster_1662"
"AO090038000290";"cluster_1664"
"AO090005001105";"cluster_1663"
"AO090003000139";"cluster_1669"
"AO090003000138";"cluster_1669"
"AO090011000321";"cluster_1602"
"AO090011000322";"cluster_1602"
"AO090003000421";"cluster_1670"
"AO090001000556";"cluster_1671"
"AO090026000820";"cluster_1672"
"AO090012000418";"cluster_1628"
"AO090003000232";"cluster_1674"
"AO090023000073";"cluster_1677"
"AO090026000480";"cluster_1681"
"AO090023000504";"cluster_1682"
"AO090120000293";"cluster_1678"
"AO090701000120";"cluster_1683"
"AO090113000054";"cluster_1689"
"AO090005001531";"cluster_1695"
"AO090005001209";"cluster_1442"
"AO090103000408";"cluster_1696"
"AO090026000390";"cluster_1697"
"AO090009000481";"cluster_1534"
"AO090311000002";"cluster_1652"
"AO090701000380";"cluster_1710"
"AO090701000731";"cluster_1713"
"AO090005000536";"cluster_1712"
"AO090038000374";"cluster_1599"
"AO090038000373";"cluster_1599"
"AO090009000502";"cluster_1716"
"AO090005001133";"cluster_1718"
"AO090003001078";"cluster_1720"
"AO090011000893";"cluster_1719"
"AO090005000749";"cluster_1688"
"AO090023000124";"cluster_1721"
"AO090026000529";"cluster_1722"
"AO090120000268";"cluster_1725"
"AO090003001016";"cluster_1726"
"AO090003000846";"cluster_1729"
"AO090012001022";"cluster_1735"
"AO090003000403";"cluster_1738"
"AO090023000893";"cluster_1741"
"AO090023000894";"cluster_1741"
"AO090005000895";"cluster_1740"
"AO090038000426";"cluster_1545"
"AO090103000037";"cluster_1745"
"AO090166000064";"cluster_1701"
"AO090026000661";"cluster_1701"
"AO090038000358";"cluster_1680"
"AO090023000979";"cluster_1743"
"AO090038000259";"cluster_1736"
"AO090001000439";"cluster_1751"
"AO090023000494";"cluster_1734"
"AO090001000357";"cluster_1750"
"AO090009000050";"cluster_1754"
"AO090003000316";"cluster_1728"
"AO090102000592";"cluster_1761"
"AO090102000591";"cluster_1761"
"AO090005001273";"cluster_1730"
"AO090003000395";"cluster_1763"
"AO090003000394";"cluster_1763"
"AO090009000334";"cluster_1760"
"AO090701000264";"cluster_1744"
"AO090701000010";"cluster_1180"
"AO090012000560";"cluster_1769"
"AO090026000599";"cluster_1770"
"AO090003000966";"cluster_1454"
"AO090010000375";"cluster_1755"
"AO090005001482";"cluster_1753"
"AO090011000796";"cluster_1694"
"AO090120000280";"cluster_1777"
"AO090120000281";"cluster_1777"
"AO090701000691";"cluster_1779"
"AO090701000893";"cluster_1772"
"AO090701000892";"cluster_1772"
"AO090011000950";"cluster_1629"
"AO090120000290";"cluster_400"
"AO090120000289";"cluster_400"
"AO090011000806";"cluster_1781"
"AO090026000475";"cluster_1788"
"AO090701000226";"cluster_1789"
"AO090701000225";"cluster_1789"
"AO090011000308";"cluster_1795"
"AO090020000426";"cluster_1796"
"AO090701000142";"cluster_1799"
"AO090010000333";"cluster_1091"
"AO090701000645";"cluster_1091"
"AO090012000867";"cluster_1801"
"AO090001000477";"cluster_1747"
"AO090026000432";"cluster_1808"
"AO090023000110";"cluster_1806"
"AO090020000564";"cluster_1766"
"AO090038000391";"cluster_1810"
"AO090124000046";"cluster_1810"
"AO090011000360";"cluster_1614"
"AO090701000836";"cluster_1815"
"AO090003000732";"cluster_1814"
"AO090012000937";"cluster_1817"
"AO090102000639";"cluster_1559"
"AO090023000194";"cluster_1820"
"AO090023000193";"cluster_1820"
"AO090012000535";"cluster_1774"
"AO090701000586";"cluster_1821"
"AO090003000528";"cluster_1705"
"AO090011000198";"cluster_1705"
"AO090023000312";"cluster_1824"
"AO090009000610";"cluster_1531"
"AO090011000894";"cluster_1827"
"AO090003000754";"cluster_1828"
"AO090009000615";"cluster_1833"
"AO090102000512";"cluster_1714"
"AO090010000441";"cluster_1835"
"AO090010000535";"cluster_1780"
"AO090038000320";"cluster_1780"
"AO090103000348";"cluster_1839"
"AO090011000846";"cluster_1838"
"AO090020000592";"cluster_1836"
"AO090005000429";"cluster_1558"
"AO090010000233";"cluster_1841"
"AO090010000232";"cluster_1841"
"AO090011000326";"cluster_1844"
"AO090012000588";"cluster_1845"
"AO090038000397";"cluster_1846"
"AO090038000396";"cluster_1846"
"AO090005001599";"cluster_1850"
"AO090009000627";"cluster_1851"
"AO090005000280";"cluster_1851"
"AO090009000628";"cluster_1851"
"AO090701000905";"cluster_1852"
"AO090103000467";"cluster_1852"
"AO090701000897";"cluster_1857"
"AO090103000222";"cluster_1857"
"AO090701000896";"cluster_1857"
"AO090003000630";"cluster_1858"
"AO090003000631";"cluster_1858"
"AO090026000613";"cluster_1860"
"AO090012000727";"cluster_1861"
"AO090005000793";"cluster_1862"
"AO090023000920";"cluster_1784"
"AO090003001056";"cluster_1855"
"AO090005000136";"cluster_1834"
"AO090026000614";"cluster_1864"
"AO090010000028";"cluster_1856"
"AO090026000788";"cluster_1775"
"AO090011000341";"cluster_1646"
"AO090012000601";"cluster_1869"
"AO090010000771";"cluster_1868"
"AO090009000713";"cluster_1867"
"AO090701000762";"cluster_1870"
"AO090020000101";"cluster_1871"
"AO090005001340";"cluster_1874"
"AO090001000403";"cluster_1874"
"AO090005001339";"cluster_1874"
"AO090003001340";"cluster_1876"
"AO090026000448";"cluster_1882"
"AO090011000491";"cluster_1885"
"AO090011000492";"cluster_1885"
"AO090026000505";"cluster_1886"
"AO090003001154";"cluster_1887"
"AO090003000638";"cluster_1888"
"AO090010000638";"cluster_1891"
"AO090026000260";"cluster_426"
"AO090026000259";"cluster_426"
"AO090005000891";"cluster_1895"
"AO090103000007";"cluster_1893"
"AO090003000896";"cluster_1894"
"AO090009000073";"cluster_1899"
"AO090003000609";"cluster_1819"
"AO090038000330";"cluster_1903"
"AO090038000333";"cluster_1903"
"AO090012000054";"cluster_1884"
