cluster_number,cluster_type,fumigatus,niger,oryzae
452,core,AFUA_2G02360,estExt_Genemark1.C_chr_401_t10480,AO090011000515
453,core,AFUA_1G13200,gw1.802.1171.1,AO090012000566
454,core,AFUA_2G16850,estExt_fgenesh1_pg.C_chr_6030071,AO090102000136
455,core,AFUA_3G07020,estExt_Genewise1Plus.C_chr_402_t50053,AO090020000290
456,unique,AFUA_6G03990,,
457,unique,AFUA_5G10510,,
458,core,AFUA_3G08000,e_gw1.502.269.1,AO090005001500
459,core,AFUA_1G14510,estExt_fgenesh1_pm.C_chr_202_t20097,AO090011000359
460,core,AFUA_6G04840,e_gw1.304.882.1,AO090701000055
461,unique,,,AO090020000360
462,unique,AFUA_5G09460,,
463,unique,,,AO090009000002
464,unique,,fgenesh1_pm.chr_101_#_133,
465,core,AFUA_2G15760,e_gw1.304.447.1,AO090012000248
466,unique,,,AO090005001140
467,exclusively_absent,AFUA_6G03480,,AO090113000030
468,core,AFUA_2G02170,fgenesh1_pm.chr_401_#_240,AO090011000493
469,core,AFUA_2G04790,e_gw1.701.248.1,AO090003000283
470,core,AFUA_1G10390,fgenesh1_pm.chr_802_#_64,AO090038000389
471,core,AFUA_3G08810,MIX17625_15_45,AO090005001388
472,unique,,fgenesh1_pg.chr_402_#_59,
473,core,AFUA_5G02360,estExt_fgenesh1_pm.C_chr_402_t20052,AO090102000349
474,unique,,estExt_fgenesh1_pg.C_chr_601_t10435,
475,unique,,,AO090701000302
476,core,AFUA_1G17440,gm1.11263_g,AO090012000615
477,core,AFUA_2G07950,MIX8093_13_21,AO090011000903
478,core,AFUA_1G12540,gm1.10623_g,AO090001000223
479,core,AFUA_1G04780,estExt_Genewise1Plus.C_chr_202_t20020,AO090003000864
480,core,AFUA_6G09910,e_gw1.701.154.1,AO090001000625
481,core,AFUA_1G02880,fgenesh1_pg.chr_401_#_24,AO090005000779
482,unique,,fgenesh1_pg.chr_503_#_5,
483,unique,,,AO090138000202
484,unique,,,AO090038000162
485,unique,,fgenesh1_pm.chr_401_#_127,
486,core,AFUA_5G00340,MIX24584_19_39,AO090001000313
487,unique,AFUA_6G06550,,
488,unique,,e_gw1.701.222.1,
489,core,AFUA_6G13080,MIX28500_1_6,AO090003000433
490,core,AFUA_7G02120,e_gw1.301.270.1,AO090038000590
491,core,AFUA_3G11500,fgenesh1_pm.chr_402_#_383,AO090003000706
492,core,AFUA_3G05440,e_gw1.701.1716.1,AO090020000014
493,exclusively_absent,AFUA_8G02650,,AO090010000756
494,unique,,gw1.301.830.1,
495,unique,AFUA_7G07100,,
496,core,AFUA_2G10460,MIX14425_17_50,AO090011000592
497,core,AFUA_6G02410,MIX8866_25_50,AO090120000128
498,unique,,gm1.147_g,
499,core,AFUA_4G03410,gm1.9812_g,AO090011000202
500,unique,AFUA_7G08650,,
501,unique,,estExt_Genewise1.C_chr_101_t20266,
502,core,AFUA_2G02510,fgenesh1_pm.chr_401_#_222,AO090026000590
503,core,AFUA_3G01400,estExt_Genewise1Plus.C_chr_102_t20136,AO090009000006
504,unique,AFUA_4G09460,,
505,core,AFUA_6G14310,fgenesh1_pg.chr_802_#_597,AO090103000444
506,unique,,gm1.2579_g,
507,exclusively_absent,AFUA_6G14720,,AO090009000003
508,core,AFUA_2G02220,Aspni5.estExt_fgenesh1_pg.C_50273,AO090011000498
509,core,AFUA_4G11240,MIX22076_28_50,AO090003001097
510,core,AFUA_4G04350,estExt_fgenesh1_pm.C_chr_1020036,AO090206000058
511,unique,AFUA_6G13260,,
512,core,AFUA_4G12120,e_gw1.202.234.1,AO090003000995
513,core,AFUA_2G01520,e_gw1.601.901.1,AO090701000798
514,core,AFUA_1G12332,MIX27505_43_85,AO090001000296
515,unique,,fgenesh1_pg.chr_802_#_1015,
516,core,AFUA_4G12980,e_gw1.202.787.1,AO090009000290
517,unique,,gm1.6681_g,
518,exclusively_absent,,e_gw1.402.918.1,AO090020000146
519,unique,,,AO090103000356
520,exclusively_absent,,estExt_fgenesh1_pg.C_chr_4030037,AO090124000053
521,unique,,,AO090011000303
522,core,AFUA_1G10880,estExt_fgenesh1_pg.C_chr_802_t10225,AO090038000322
523,unique,AFUA_3G12220,,
524,unique,,fgenesh1_pm.chr_701_#_11,
525,core,AFUA_4G09020,estExt_fgenesh1_pm.C_chr_6020170,AO090023000644
526,unique,,gw1.301.179.1,
527,unique,AFUA_5G12720,,
528,unique,,,AO090102000117
529,unique,,estExt_fgenesh1_pg.C_chr_602_t10346,
530,core,AFUA_2G05610,e_gw1.402.159.1,AO090001000672
531,core,AFUA_1G05490,gm1.10021_g,AO090009000396
532,unique,,,AO090009000001
533,core,AFUA_6G11070,fgenesh1_pg.chr_802_#_577,AO090023000510
534,core,AFUA_1G12690,estExt_fgenesh1_pm.C_chr_802_t10147,AO090012000719
535,exclusively_absent,AFUA_7G08310,fgenesh1_pm.chr_502_#_227,
536,core,AFUA_4G06020,estExt_Genewise1.C_chr_602_t10034,AO090023000993
537,unique,,fgenesh1_pg.chr_101_#_22,
538,core,AFUA_6G11300,estExt_Genemark1.C_chr_802_t20079,AO090023000484
539,core,AFUA_1G10940,fgenesh1_pg.chr_802_#_237,AO090038000313
540,unique,AFUA_5G03960,,
541,unique,,,AO090010000002
542,core,AFUA_2G05970,gm1.6275_g,AO090001000714
543,core,AFUA_5G01350,fgenesh1_pg.chr_502_#_64,AO090012000699
544,core,AFUA_3G05890,gw1.701.1385.1,AO090020000058
545,core,AFUA_2G08780,estExt_fgenesh1_pm.C_chr_3020081,AO090011000822
546,core,AFUA_5G06330,e_gw1.501.569.1,AO090009000623
547,core,AFUA_6G08580,e_gw1.701.586.1,AO090001000519
548,core,AFUA_5G03120,MIX918_25_41,AO090102000515
549,unique,,e_gw1.701.1348.1,
550,core,AFUA_5G11940,MIX25749_7_19,AO090120000314
551,core,AFUA_1G04290,estExt_fgenesh1_pm.C_chr_202_t10188,AO090003000920
552,unique,AFUA_1G00790,,
553,unique,,Aspni5.fgenesh1_pg.C_scaffold_15000227,
554,core,AFUA_5G03160,fgenesh1_pg.chr_101_#_401,AO090102000520
555,core,AFUA_1G13690,fgenesh1_pg.chr_802_#_507,AO090012000508
556,unique,,gm1.225_g,
557,unique,,MIX85_9_27,
558,exclusively_absent,,estExt_Genewise1Plus.C_chr_301_t20120,AO090012000863
559,core,AFUA_6G05090,estExt_fgenesh1_pm.C_chr_3040012,AO090701000029
560,exclusively_absent,,gm1.9720_g,AO090020000223
561,core,AFUA_2G08470,gw1.302.219.1,AO090011000854
562,core,AFUA_1G12550,estExt_fgenesh1_pg.C_chr_802_t10382,AO090001000222
563,core,AFUA_4G02930,MIX2077_19_37,AO090001000193
564,core,AFUA_8G04040,estExt_Genewise1.C_chr_5030349,AO090103000017
565,core,AFUA_4G11220,MIX19587_52_89,AO090003001099
566,core,AFUA_6G02700,fgenesh1_pg.chr_302_#_431,AO090120000157
567,unique,AFUA_1G12700,,
568,core,AFUA_7G06020,gw1.401.728.1,AO090005000465
569,unique,,gm1.7811_g,
570,unique,,Aspni5.fgenesh1_pg.C_scaffold_2000103,
571,unique,,estExt_fgenesh1_pg.C_chr_602_t20078,
572,unique,,fgenesh1_pg.chr_402_#_724,
573,core,AFUA_1G14620,estExt_fgenesh1_pg.C_chr_202_t20486,AO090003000483
574,unique,,estExt_Genewise1.C_chr_602_t10471,
575,exclusively_absent,AFUA_7G06670,,AO090011000012
576,exclusively_absent,AFUA_4G09150,,AO090103000226
577,exclusively_absent,AFUA_4G11320,estExt_Genewise1.C_chr_602_t20240,
578,unique,,estExt_fgenesh1_pm.C_chr_802_t10441,
579,core,AFUA_3G02270,fgenesh1_pg.chr_202_#_175,AO090120000068
580,core,AFUA_1G14990,fgenesh1_pm.chr_202_#_625,AO090005001231
581,core,AFUA_1G05420,fgenesh1_pm.chr_801_#_204,AO090009000401
582,exclusively_absent,AFUA_4G10860,MIX22165_7_11,
583,core,AFUA_1G16830,MIX5997_70_37,AO090005000998
584,unique,,fgenesh1_pg.chr_801_#_95,
585,exclusively_absent,,fgenesh1_pg.chr_601_#_182,AO090102000028
586,core,AFUA_2G16240,MIX10756_28_50,AO090102000239
587,unique,,gw1.402.1871.1,
588,exclusively_absent,AFUA_3G10070,MIX18192_20_56,
589,exclusively_absent,,estExt_Genewise1Plus.C_chr_102_t10117,AO090206000064
590,unique,,MIX218_3_7,
591,unique,AFUA_5G03370,,
592,core,AFUA_2G13880,fgenesh1_pm.chr_402_#_290,AO090026000185
593,core,AFUA_5G13240,e_gw1.102.418.1,AO090120000464
594,unique,,fgenesh1_pg.chr_701_#_596,
595,unique,,MIX24588_3_8,
596,unique,,fgenesh1_pm.chr_701_#_458,
597,core,AFUA_4G01050,e_gw1.102.227.1,AO090003001385
598,core,AFUA_1G17270,estExt_Genemark1.C_chr_701_t10034,AO090012000034
599,core,AFUA_3G12730,fgenesh1_pg.chr_402_#_682,AO090012000849
600,unique,,,AO090038000432
601,unique,AFUA_6G13720,,
602,core,AFUA_1G11420,Aspni5.estExt_Genewise1.C_31777,AO090038000283
603,core,AFUA_5G10850,estExt_fgenesh1_pm.C_chr_1020232,AO090010000455
604,core,AFUA_1G07350,fgenesh1_pm.chr_401_#_351,AO090012000987
605,exclusively_absent,AFUA_6G13290,,AO090003000453
606,exclusively_absent,AFUA_1G01240,,AO090138000086
607,unique,,fgenesh1_pg.chr_301_#_78,
608,core,AFUA_4G02900,Aspni5.fgenesh1_pg.C_scaffold_8000259,AO090001000178
609,exclusively_absent,,estExt_Genewise1Plus.C_chr_701_t30400,AO090138000151
610,unique,,estExt_Genemark1.C_chr_304_t10145,
611,unique,,,AO090103000048
612,unique,,,AO090005000041
613,core,AFUA_6G04650,estExt_fgenesh1_pm.C_chr_3040040,AO090701000080
614,core,AFUA_3G11200,MIX14592_13_29,AO090003000675
615,core,AFUA_6G03090,fgenesh1_pg.chr_601_#_184,AO090102000029
616,core,AFUA_3G12870,fgenesh1_pg.chr_402_#_698,AO090012000836
617,core,AFUA_4G06750,estExt_Genewise1.C_chr_602_t10127,AO090023000911
618,unique,,fgenesh1_pm.chr_701_#_287,
619,core,AFUA_2G16140,gw1.304.523.1,AO090012000184
620,core,AFUA_5G02720,gw1.402.1928.1,AO090102000389
621,unique,,e_gw1.502.1045.1,
622,core,AFUA_4G11210,estExt_fgenesh1_pg.C_chr_602_t10423,AO090003001100
623,unique,,,AO090009000212
624,core,AFUA_2G03560,fgenesh1_pg.chr_401_#_567,AO090120000228
625,exclusively_absent,AFUA_1G01200,fgenesh1_pg.chr_202_#_136,
626,core,AFUA_7G02350,estExt_Genewise1Plus.C_chr_301_t20333,AO090038000614
627,unique,AFUA_1G00700,,
628,core,AFUA_3G11590,fgenesh1_pm.chr_402_#_385,AO090003000718
629,unique,,,AO090020000448
630,core,AFUA_2G03080,estExt_Genewise1.C_chr_401_t20065,AO090026000660
631,core,AFUA_2G08850,gw1.302.339.1,AO090011000813
632,core,AFUA_8G04950,e_gw1.503.173.1,AO090005000647
633,core,AFUA_2G05520,gw1.402.315.1,AO090001000663
634,core,AFUA_2G00340,estExt_fgenesh1_pm.C_chr_3030062,AO090005001109
635,core,AFUA_4G12680,e_gw1.202.566.1,AO090009000296
636,core,AFUA_5G03400,estExt_fgenesh1_pm.C_chr_1010294,AO090102000549
637,core,AFUA_5G06070,estExt_Genewise1Plus.C_chr_501_t20020,AO090009000651
638,core,AFUA_6G07580,MIX23421_57_69,AO090003000193
639,unique,,gw1.403.56.1,
640,unique,,MIX24590_1_3,
641,core,AFUA_4G07140,e_gw1.602.437.1,AO090023000861
642,core,AFUA_5G05520,e_gw1.501.440.1,AO090009000709
643,core,AFUA_4G05840,e_gw1.602.776.1,AO090672000002
644,core,AFUA_1G13970,Aspni5.estExt_GeneWisePlus.C_31124,AO090012000469
645,core,AFUA_3G09935,gw1.502.448.1,AO090003000512
646,unique,,e_gw1.401.487.1,
647,core,AFUA_4G08800,estExt_fgenesh1_pg.C_chr_602_t10300,AO090023000664
648,core,AFUA_5G05920,estExt_fgenesh1_pm.C_chr_5010197,AO090009000672
649,unique,,e_gw1.202.631.1,
650,unique,,fgenesh1_pm.chr_801_#_126,
651,unique,,e_gw1.701.232.1,
652,unique,,MIX6759_8_19,
653,core,AFUA_2G04450,estExt_Genewise1.C_chr_701_t20012,AO090003000237
654,unique,AFUA_6G09260,,
655,unique,,estExt_Genemark1.C_chr_401_t20161,
656,unique,,fgenesh1_pg.chr_202_#_564,
657,unique,AFUA_5G08820,,
658,core,AFUA_4G11850,fgenesh1_pg.chr_202_#_556,AO090003001031
659,unique,,MIX12095_28_50,
660,unique,,,AO090038000448
661,unique,,,AO090026000585
662,exclusively_absent,AFUA_5G04020,,AO090102000605
663,unique,,fgenesh1_pg.chr_802_#_751,
664,unique,AFUA_7G00530,,
665,core,AFUA_5G06220,fgenesh1_pg.chr_501_#_222,AO090009000637
666,core,AFUA_3G10690,estExt_fgenesh1_pg.C_chr_402_t10477,AO090003000614
667,exclusively_absent,,MIX8372_1_5,AO090009000565
668,core,AFUA_3G11040,gw1.402.33.1,AO090003000659
669,core,AFUA_5G13360,MIX2485_29_51,AO090120000480
670,core,AFUA_8G04800,estExt_Genewise1Plus.C_chr_5030179,AO090005000667
671,unique,,,AO090103000180
672,core,AFUA_6G04710,MIX9555_49_85,AO090701000068
673,core,AFUA_5G02590,fgenesh1_pg.chr_402_#_786,AO090102000374
674,unique,,e_gw1.701.312.1,
675,core,AFUA_6G08330,gm1.8914_g,AO090003000085
676,core,AFUA_3G03430,estExt_Genewise1Plus.C_chr_601_t20107,AO090103000166
677,unique,,,AO090001000078
678,unique,,,AO090009000464
679,unique,,fgenesh1_pg.chr_401_#_550,
680,core,AFUA_3G08730,MIX15624_44_34,AO090005001395
681,unique,,,AO090701000151
682,exclusively_absent,,estExt_Genemark1.C_chr_202_t10108,AO090003000626
683,core,AFUA_1G17040,MIX5916_6_11,AO090023000577
684,core,AFUA_5G06480,estExt_Genewise1.C_chr_501_t10433,AO090009000597
685,unique,,,AO090103000223
686,core,AFUA_4G06990,gm1.8093_g,AO090023000888
687,unique,,,AO090010000691
688,core,AFUA_7G00480,gw1.301.323.1,AO090010000689
689,core,AFUA_5G09430,estExt_Genewise1.C_chr_401_t10280,AO090020000563
690,unique,,MIX24544_1_5,
691,core,AFUA_2G04700,e_gw1.701.1265.1,AO090003000269
692,core,AFUA_2G03150,estExt_fgenesh1_pg.C_chr_401_t20030,AO090120000272
693,core,AFUA_6G13660,estExt_Genewise1.C_chr_802_t20152,AO090103000319
694,exclusively_absent,AFUA_3G02760,,AO090001000021
695,unique,,estExt_Genewise1Plus.C_chr_5030280,
696,core,AFUA_3G10800,gw1.402.562.1,AO090003000629
697,unique,,fgenesh1_pg.chr_401_#_77,
698,core,AFUA_1G02010,gw1.202.630.1,AO090005000894
699,core,AFUA_1G09870,estExt_Genewise1Plus.C_chr_802_t10138,AO090038000456
700,core,AFUA_1G09130,fgenesh1_pg.chr_802_#_38,AO090005001603
701,unique,AFUA_5G08712,,
702,core,AFUA_1G03740,MIX26144_21_37,AO090003000972
703,exclusively_absent,AFUA_1G00850,gm1.735_g,
704,core,AFUA_2G05540,fgenesh1_pm.chr_402_#_710,AO090001000665
705,core,AFUA_2G02880,MIX12363_12_27,AO090026000637
706,unique,,MIX17447_1_4,
707,core,AFUA_5G12600,e_gw1.101.784.1,AO090120000386
708,exclusively_absent,AFUA_3G09680,,AO090005001281
709,unique,,,AO090038000331
710,unique,AFUA_3G13300,,
711,core,AFUA_2G10000,estExt_Genewise1Plus.C_chr_502_t20455,AO090011000636
712,core,AFUA_2G09070,estExt_Genewise1Plus.C_chr_302_t10345,AO090011000794
713,exclusively_absent,,fgenesh1_pg.chr_202_#_1160,AO090009000029
714,unique,,estExt_Genemark1.C_chr_701_t10439,
715,unique,,e_gw1.503.15.1,
716,unique,,,AO090003000450
717,unique,,fgenesh1_pg.chr_403_#_18,
718,core,AFUA_2G12980,estExt_Genemark1.C_chr_402_t10157,AO090026000337
719,unique,AFUA_3G13730,,
720,core,AFUA_6G03950,MIX9771_21_63,AO090701000148
721,unique,,,AO090701000541
722,core,AFUA_5G03320,MIX1012_12_40,AO090102000536
723,unique,,gm1.4711_g,
724,core,AFUA_3G07130,gm1.6218_g,AO090020000218
725,core,AFUA_1G02540,fgenesh1_pg.chr_202_#_448,AO090005000841
726,unique,,,AO090005000956
727,core,AFUA_2G15970,estExt_Genemark1.C_chr_304_t10499,AO090012000204
728,exclusively_absent,AFUA_6G03080,,AO090003001491
729,unique,,,AO090003000957
730,unique,,estExt_fgenesh1_pg.C_chr_102_t10430,
731,core,AFUA_1G03992,gw1.202.677.1,AO090003000952
732,unique,AFUA_6G03470,,
733,core,AFUA_2G10990,estExt_Genemark1.C_chr_402_t10246,AO090026000551
734,exclusively_absent,AFUA_2G01910,,AO090011000458
735,core,AFUA_2G11810,estExt_Genemark1.C_chr_402_t10326,AO090026000462
736,core,AFUA_6G12270,MIX28763_13_49,AO090009000193
737,unique,AFUA_6G03252,,
738,unique,,estExt_Genewise1.C_chr_402_t30392,
739,core,AFUA_2G07730,estExt_Genewise1Plus.C_chr_302_t10069,AO090011000922
740,unique,,MIX17870_1_3,
741,core,AFUA_1G09040,MIX26774_22_63,AO090005001621
742,core,AFUA_5G10120,MIX13134_127_96,AO090005000690
743,core,AFUA_6G09980,gw1.701.1065.1,AO090038000467
744,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_3000626,AO090038000100
745,core,AFUA_5G10660,estExt_Genewise1.C_chr_102_t20217,AO090010000472
746,core,AFUA_5G01750,gw1.502.941.1,AO090003001349
747,core,AFUA_4G11040,estExt_fgenesh1_pg.C_chr_602_t10437,AO090003001116
748,core,AFUA_2G08240,estExt_fgenesh1_pg.C_chr_302_t10065,AO090011000880
749,exclusively_absent,AFUA_4G01590,gm1.4461_g,
750,core,AFUA_5G05830,estExt_fgenesh1_pg.C_chr_5010259,AO090009000681
751,unique,AFUA_3G00130,,
752,core,AFUA_2G08660,estExt_Genewise1.C_chr_302_t10238,AO090011000839
753,unique,,gm1.789_g,
754,exclusively_absent,AFUA_2G06130,estExt_Genemark1.C_chr_402_t30170,
755,core,AFUA_1G02640,Aspni5.gw1.1.1105.1,AO090005000830
756,exclusively_absent,AFUA_7G08500,,AO090005000957
757,unique,,estExt_fgenesh1_pm.C_chr_6010092,
758,unique,,,AO090166000063
759,core,AFUA_3G09370,estExt_Genewise1Plus.C_chr_502_t20182,AO090005001297
760,core,AFUA_3G12740,gw1.402.1351.1,AO090012000848
761,core,AFUA_6G13410,estExt_Genewise1Plus.C_chr_802_t20227,AO090003000466
762,exclusively_absent,AFUA_6G02300,gm1.3547_g,
763,core,AFUA_6G12340,gw1.802.442.1,AO090009000185
764,unique,,,AO090012000643
765,core,AFUA_1G09070,estExt_Genemark1.C_chr_802_t10035,AO090005001598
766,unique,AFUA_7G02060,,
767,exclusively_absent,AFUA_1G16470,,AO090005001063
768,core,AFUA_3G08780,estExt_Genewise1.C_chr_502_t10420,AO090005001390
769,core,AFUA_5G07100,e_gw1.501.31.1,AO090701000270
770,core,AFUA_7G04580,e_gw1.201.295.1,AO090005000142
771,unique,AFUA_6G03160,,
772,exclusively_absent,,MIX17280_7_19,AO090026000224
773,unique,,e_gw1.403.28.1,
774,unique,,,AO090120000114
775,core,AFUA_4G11110,estExt_Genemark1.C_chr_602_t10449,AO090003001108
776,unique,AFUA_7G06290,,
777,unique,,estExt_Genewise1Plus.C_chr_402_t30096,
778,core,AFUA_5G12430,e_gw1.102.320.1,AO090120000364
779,core,AFUA_7G01920,estExt_fgenesh1_pg.C_chr_3010346,AO090038000568
780,core,AFUA_6G06990,MIX12782_4_12,AO090012000947
781,unique,,,AO090011000392
782,unique,,,AO090102000522
783,core,AFUA_3G05500,estExt_Genewise1Plus.C_chr_701_t40288,AO090020000021
784,exclusively_absent,,fgenesh1_pg.chr_502_#_216,AO090010000290
785,core,AFUA_7G05430,fgenesh1_pg.chr_401_#_196,AO090005000406
786,core,AFUA_3G08750,estExt_Genewise1Plus.C_chr_502_t10422,AO090005001393
787,exclusively_absent,,estExt_fgenesh1_pg.C_chr_5030103,AO090023000921
788,unique,,fgenesh1_pg.chr_201_#_88,
789,core,AFUA_7G04400,gw1.201.289.1,AO090005000127
790,unique,,estExt_Genemark1.C_chr_101_t10428,
791,core,AFUA_8G03970,fgenesh1_pg.chr_503_#_186,AO090103000009
792,core,AFUA_8G04060,fgenesh1_pg.chr_503_#_176,AO090103000019
793,unique,AFUA_4G00320,,
794,core,AFUA_7G03740,estExt_fgenesh1_pm.C_chr_2010005,AO090026000842
795,core,AFUA_4G07770,estExt_Genemark1.C_chr_602_t10185,AO090023000794
796,core,AFUA_8G05230,Aspni5.e_gw1.18.220.1,AO090005000623
797,core,AFUA_6G08120,MIX23359_29_62,AO090003000118
798,core,AFUA_7G04590,gw1.201.101.1,AO090005000143
799,core,AFUA_5G01700,estExt_fgenesh1_pg.C_chr_502_t10078,AO090003001361
800,unique,,,AO090001000608
801,core,AFUA_2G13780,estExt_Genewise1Plus.C_chr_402_t20340,AO090026000203
802,core,AFUA_7G04795,e_gw1.201.254.1,AO090005000171
803,core,AFUA_6G10380,MIX23090_1_2,AO090023000228
804,core,AFUA_1G06810,gm1.6020_g,AO090005000045
805,core,AFUA_5G07060,estExt_fgenesh1_pg.C_chr_5010123,AO090701000278
806,core,AFUA_6G06335,estExt_Genewise1.C_chr_801_t20252,AO090003000002
807,unique,,estExt_fgenesh1_pm.C_chr_701_t10422,
808,unique,,estExt_Genemark1.C_chr_304_t20121,
809,core,AFUA_2G11080,MIX13795_12_32,AO090026000548
810,core,AFUA_7G05540,estExt_fgenesh1_pg.C_chr_401_t10184,AO090005000419
811,unique,AFUA_6G08660,,
812,exclusively_absent,AFUA_1G15520,e_gw1.202.1645.1,
813,core,AFUA_6G08300,estExt_Genewise1Plus.C_chr_701_t10294,AO090003000096
814,unique,,fgenesh1_pm.chr_701_#_317,
815,core,AFUA_2G15050,gw1.304.330.1,AO090012000424
816,core,AFUA_1G04210,gm1.1750_g,AO090003000926
817,core,AFUA_5G04080,fgenesh1_pg.chr_101_#_491,AO090020000194
818,unique,,,AO090026000319
819,core,AFUA_8G04920,Aspni5.estExt_fgenesh1_pg.C_100116,AO090005000959
820,core,AFUA_3G05800,fgenesh1_pm.chr_701_#_633,AO090020000049
821,unique,,gm1.9820_g,
822,core,AFUA_4G12620,MIX5610_102_96,AO090009000330
823,unique,,gm1.8398_g,
824,core,AFUA_4G06140,estExt_fgenesh1_pg.C_chr_602_t10029,AO090023000980
825,core,AFUA_5G10830,estExt_Genewise1.C_chr_102_t20177,AO090010000458
826,unique,,MIX25838_54_39,
827,core,AFUA_5G08000,e_gw1.601.348.1,AO090701000713
828,core,AFUA_4G02990,MIX2093_34_67,AO090012000172
829,core,AFUA_1G06920,e_gw1.801.669.1,AO090001000493
830,core,AFUA_5G09090,estExt_fgenesh1_pg.C_chr_401_t10283,AO090020000487
831,exclusively_absent,AFUA_1G14260,estExt_Genemark1.C_chr_202_t30007,
832,unique,,estExt_Genewise1.C_chr_301_t20278,
833,unique,,e_gw1.202.443.1,
834,core,AFUA_1G16210,gm1.2358_g,AO090005001088
835,core,AFUA_6G07490,estExt_fgenesh1_pm.C_chr_4010308,AO090005001550
836,core,AFUA_4G01510,fgenesh1_pg.chr_801_#_72,AO090005000291
837,core,AFUA_6G10010,estExt_fgenesh1_pg.C_chr_701_t10423,AO090003000325
838,unique,,gw1.202.233.1,
839,core,AFUA_8G05630,fgenesh1_pg.chr_101_#_175,AO090005000579
840,core,AFUA_6G06520,MIX26643_127_87,AO090003000023
841,unique,,MIX6683_5_18,
842,unique,,,AO090038000583
843,core,AFUA_4G03840,estExt_Genewise1Plus.C_chr_102_t10228,AO090011000342
844,unique,,gm1.882_g,
845,unique,,gm1.5012_g,
846,unique,,MIX18695_2_8,
847,core,AFUA_6G07870,estExt_Genemark1.C_chr_701_t10239,AO090003000148
848,unique,,estExt_fgenesh1_pg.C_chr_802_t20397,
849,core,AFUA_3G03920,fgenesh1_pg.chr_401_#_396,AO090011000462
850,core,AFUA_2G10320,e_gw1.502.258.1,AO090011000606
851,core,AFUA_6G10140,fgenesh1_pm.chr_701_#_73,AO090023000255
852,exclusively_absent,AFUA_4G00660,,AO090138000024
853,core,AFUA_1G15550,estExt_fgenesh1_pg.C_chr_202_t30075,AO090005001162
854,unique,AFUA_8G05380,,
855,core,AFUA_3G07940,estExt_Genemark1.C_chr_402_t20398,AO090005001492
856,unique,,gw1.503.198.1,
857,core,AFUA_2G16080,gw1.304.522.1,AO090012000191
858,core,AFUA_6G04330,fgenesh1_pm.chr_304_#_56,AO090701000118
859,core,AFUA_2G09282,MIX8529_47_27,AO090011000766
860,core,AFUA_3G10350,MIX18335_7_23,AO090003000585
861,core,AFUA_2G10150,estExt_Genewise1.C_chr_502_t20439,AO090011000621
862,core,AFUA_2G16520,fgenesh1_pm.chr_304_#_308,AO090102000204
863,unique,,e_gw1.601.808.1,
864,unique,,fgenesh1_pm.chr_601_#_254,
865,unique,,e_gw1.802.1217.1,
866,exclusively_absent,AFUA_5G06840,,AO090012000041
867,unique,,,AO090026000077
868,unique,,estExt_fgenesh1_pg.C_chr_202_t10140,
869,core,AFUA_7G05340,Aspni5.estExt_fgenesh1_pm.C_50285,AO090005000375
870,core,AFUA_2G02290,estExt_fgenesh1_pg.C_chr_401_t10456,AO090011000509
871,core,AFUA_4G08300,e_gw1.602.205.1,AO090023000729
872,core,AFUA_8G04520,gm1.7381_g,AO090023000332
873,unique,,estExt_fgenesh1_pg.C_chr_401_t10137,
874,core,AFUA_3G08840,gm1.6955_g,AO090005001354
875,exclusively_absent,AFUA_6G09780,estExt_Genemark1.C_chr_701_t10494,
876,unique,,,AO090012000655
877,core,AFUA_2G05410,gw1.701.1612.1,AO090001000651
878,core,AFUA_8G04300,e_gw1.503.107.1,AO090103000047
879,core,AFUA_1G10050,Aspni5.estExt_fgenesh1_pm.C_30456,AO090038000430
880,unique,,,AO090701000288
881,core,AFUA_5G07440,gw1.304.600.1,AO090701000651
882,unique,,MIX11584_54_72,
883,core,AFUA_1G13720,MIX27843_58_65,AO090012000504
884,unique,,MIX27587_62_70,
885,core,AFUA_5G09520,fgenesh1_pg.chr_401_#_246,AO090020000579
886,unique,,Aspni5.fgenesh1_pg.C_scaffold_11000051,
887,exclusively_absent,,gm1.10866_g,AO090103000121
888,core,AFUA_3G05530,e_gw1.701.1380.1,AO090020000025
889,unique,AFUA_4G13200,,
890,exclusively_absent,,e_gw1.202.1354.1,AO090012000003
891,core,AFUA_5G07960,fgenesh1_pg.chr_601_#_285,AO090701000709
892,unique,,e_gw1.202.847.1,
893,core,AFUA_2G10820,gw1.402.1986.1,AO090011000548
894,unique,AFUA_6G10750,,
895,exclusively_absent,,MIX15599_1_1,AO090005001409
896,core,AFUA_7G05250,gm1.4586_g,AO090005000270
897,core,AFUA_6G02710,e_gw1.302.563.1,AO090120000164
898,core,AFUA_1G12900,gw1.802.702.1,AO090012000610
