"Afumigatus";"cluster"
"AFUA_8G05680";"cluster_1031"
"AFUA_3G10640";"cluster_1026"
"AFUA_2G13620";"cluster_1032"
"AFUA_2G13600";"cluster_1032"
"AFUA_6G09100";"cluster_1033"
"AFUA_6G09110";"cluster_1033"
"AFUA_1G04560";"cluster_965"
"AFUA_2G13190";"cluster_1034"
"AFUA_7G03790";"cluster_1036"
"AFUA_5G12640";"cluster_1040"
"AFUA_8G06460";"cluster_1038"
"AFUA_8G06450";"cluster_1038"
"AFUA_5G11970";"cluster_1044"
"AFUA_4G00180";"cluster_1013"
"AFUA_3G12120";"cluster_1013"
"AFUA_1G10860";"cluster_1051"
"AFUA_5G12320";"cluster_982"
"AFUA_4G04670";"cluster_1055"
"AFUA_2G06000";"cluster_1056"
"AFUA_1G12680";"cluster_1045"
"AFUA_4G13130";"cluster_1058"
"AFUA_4G13120";"cluster_1058"
"AFUA_6G07500";"cluster_1061"
"AFUA_5G08060";"cluster_1062"
"AFUA_2G03700";"cluster_307"
"AFUA_4G06290";"cluster_307"
"AFUA_7G02290";"cluster_1065"
"AFUA_8G04920";"cluster_819"
"AFUA_2G07710";"cluster_1068"
"AFUA_1G14810";"cluster_1048"
"AFUA_7G01940";"cluster_1035"
"AFUA_6G12630";"cluster_1064"
"AFUA_5G10840";"cluster_1071"
"AFUA_8G05950";"cluster_1074"
"AFUA_3G04200";"cluster_1073"
"AFUA_3G04190";"cluster_1073"
"AFUA_2G05420";"cluster_1076"
"AFUA_2G05430";"cluster_1076"
"AFUA_1G03050";"cluster_1078"
"AFUA_1G10760";"cluster_1080"
"AFUA_1G06071";"cluster_1077"
"AFUA_3G08400";"cluster_1054"
"AFUA_6G08600";"cluster_1082"
"AFUA_3G11380";"cluster_1085"
"AFUA_7G01550";"cluster_1087"
"AFUA_7G04480";"cluster_1083"
"AFUA_7G05970";"cluster_1094"
"AFUA_2G08510";"cluster_1092"
"AFUA_2G08500";"cluster_1092"
"AFUA_6G03580";"cluster_1097"
"AFUA_6G09990";"cluster_1098"
"AFUA_3G05490";"cluster_1099"
"AFUA_5G02170";"cluster_1089"
"AFUA_2G06180";"cluster_1102"
"AFUA_2G11740";"cluster_1104"
"AFUA_7G06720";"cluster_1105"
"AFUA_5G12330";"cluster_1108"
"AFUA_2G05210";"cluster_1110"
"AFUA_2G05200";"cluster_1110"
"AFUA_2G16930";"cluster_943"
"AFUA_2G16920";"cluster_943"
"AFUA_2G16910";"cluster_943"
"AFUA_3G09220";"cluster_1090"
"AFUA_3G11100";"cluster_1112"
"AFUA_3G11120";"cluster_1112"
"AFUA_3G10030";"cluster_981"
"AFUA_7G04570";"cluster_1114"
"AFUA_4G00660";"cluster_852"
"AFUA_6G07280";"cluster_1120"
"AFUA_1G04080";"cluster_1093"
"AFUA_1G04090";"cluster_1093"
"AFUA_6G03870";"cluster_1121"
"AFUA_1G05020";"cluster_1122"
"AFUA_8G04540";"cluster_1117"
"AFUA_8G04550";"cluster_1117"
"AFUA_2G16600";"cluster_1123"
"AFUA_3G06110";"cluster_1124"
"AFUA_3G06120";"cluster_1124"
"AFUA_5G09320";"cluster_1126"
"AFUA_5G09330";"cluster_1126"
"AFUA_2G16650";"cluster_1129"
"AFUA_1G13700";"cluster_1131"
"AFUA_8G05270";"cluster_1001"
"AFUA_6G13290";"cluster_605"
"AFUA_6G11220";"cluster_1128"
"AFUA_4G08080";"cluster_1132"
"AFUA_4G08070";"cluster_1132"
"AFUA_5G03390";"cluster_1134"
"AFUA_5G02780";"cluster_1138"
"AFUA_3G06140";"cluster_1046"
"AFUA_5G13520";"cluster_1069"
"AFUA_2G04720";"cluster_1115"
"AFUA_7G08250";"cluster_1012"
"AFUA_2G08040";"cluster_1012"
"AFUA_1G03030";"cluster_1125"
"AFUA_4G10770";"cluster_1141"
"AFUA_1G12840";"cluster_1135"
"AFUA_2G14790";"cluster_919"
"AFUA_1G06790";"cluster_1147"
"AFUA_7G05480";"cluster_1148"
"AFUA_5G00730";"cluster_1150"
"AFUA_1G00890";"cluster_1151"
"AFUA_5G08300";"cluster_1153"
"AFUA_5G08310";"cluster_1153"
"AFUA_5G07410";"cluster_1154"
"AFUA_5G07390";"cluster_1154"
"AFUA_3G08200";"cluster_1158"
"AFUA_2G12520";"cluster_1160"
"AFUA_4G01510";"cluster_836"
"AFUA_4G01530";"cluster_836"
"AFUA_1G08790";"cluster_1139"
"AFUA_4G06060";"cluster_1163"
"AFUA_4G07340";"cluster_1088"
"AFUA_5G02510";"cluster_1156"
"AFUA_1G04980";"cluster_1149"
"AFUA_8G02050";"cluster_1167"
"AFUA_2G05710";"cluster_1167"
"AFUA_4G07160";"cluster_1170"
"AFUA_1G10650";"cluster_1168"
"AFUA_2G05580";"cluster_1109"
"AFUA_2G05560";"cluster_1109"
"AFUA_2G05590";"cluster_1109"
"AFUA_6G04970";"cluster_1177"
"AFUA_1G03800";"cluster_1188"
"AFUA_1G13710";"cluster_1144"
"AFUA_1G16470";"cluster_767"
"AFUA_1G16070";"cluster_1191"
"AFUA_5G14980";"cluster_1191"
"AFUA_4G10910";"cluster_1070"
"AFUA_5G09850";"cluster_1183"
"AFUA_2G00660";"cluster_1146"
"AFUA_1G15470";"cluster_1165"
"AFUA_3G13970";"cluster_1145"
"AFUA_5G07790";"cluster_1199"
"AFUA_1G11080";"cluster_1200"
"AFUA_2G01320";"cluster_1194"
"AFUA_7G03710";"cluster_1205"
"AFUA_7G03720";"cluster_1205"
"AFUA_1G13060";"cluster_1192"
"AFUA_3G02280";"cluster_1207"
"AFUA_6G04960";"cluster_1106"
"AFUA_1G03590";"cluster_1211"
"AFUA_7G05752";"cluster_1218"
"AFUA_3G05590";"cluster_1219"
"AFUA_3G05600";"cluster_1219"
"AFUA_3G03790";"cluster_1215"
"AFUA_1G05310";"cluster_1222"
"AFUA_3G11320";"cluster_1223"
"AFUA_6G07250";"cluster_1224"
"AFUA_5G06930";"cluster_1226"
"AFUA_1G03970";"cluster_1206"
"AFUA_4G04180";"cluster_1182"
"AFUA_6G04250";"cluster_1181"
"AFUA_4G04720";"cluster_1227"
"AFUA_3G13830";"cluster_1230"
"AFUA_4G12440";"cluster_1209"
"AFUA_6G02540";"cluster_1229"
"AFUA_6G03030";"cluster_1231"
"AFUA_6G03040";"cluster_1231"
"AFUA_5G13310";"cluster_1234"
"AFUA_2G07690";"cluster_1198"
"AFUA_7G05660";"cluster_1228"
"AFUA_7G03660";"cluster_1228"
"AFUA_2G17170";"cluster_1176"
"AFUA_6G08440";"cluster_1237"
"AFUA_6G08450";"cluster_1237"
"AFUA_5G10420";"cluster_1238"
"AFUA_2G08840";"cluster_1241"
"AFUA_2G08830";"cluster_1241"
"AFUA_2G03230";"cluster_1232"
"AFUA_3G00900";"cluster_1232"
"AFUA_4G08500";"cluster_1254"
"AFUA_8G07360";"cluster_1256"
"AFUA_8G07350";"cluster_1256"
"AFUA_2G12220";"cluster_1179"
"AFUA_6G08350";"cluster_1257"
"AFUA_6G08340";"cluster_1257"
"AFUA_3G02670";"cluster_1251"
"AFUA_2G05860";"cluster_1252"
"AFUA_5G07860";"cluster_1248"
"AFUA_3G12450";"cluster_1253"
"AFUA_4G11650";"cluster_1263"
"AFUA_2G13410";"cluster_1267"
"AFUA_6G07270";"cluster_1269"
"AFUA_6G00390";"cluster_1269"
"AFUA_6G00290";"cluster_1269"
"AFUA_8G05370";"cluster_1240"
"AFUA_5G13370";"cluster_1274"
"AFUA_2G04890";"cluster_1275"
"AFUA_8G04826";"cluster_1276"
"AFUA_8G04830";"cluster_1276"
"AFUA_4G07610";"cluster_1261"
"AFUA_1G13730";"cluster_1260"
"AFUA_5G12060";"cluster_1244"
"AFUA_8G05280";"cluster_1281"
"AFUA_1G05200";"cluster_1280"
"AFUA_4G07260";"cluster_1282"
"AFUA_3G11990";"cluster_1243"
"AFUA_2G04390";"cluster_1285"
"AFUA_1G09820";"cluster_1220"
"AFUA_2G12920";"cluster_1288"
"AFUA_6G11510";"cluster_1287"
"AFUA_1G15310";"cluster_1289"
"AFUA_6G08560";"cluster_1225"
"AFUA_2G12410";"cluster_1203"
"AFUA_7G04740";"cluster_1292"
"AFUA_5G08190";"cluster_1293"
"AFUA_1G14690";"cluster_1294"
"AFUA_2G10010";"cluster_1291"
"AFUA_6G08920";"cluster_1172"
"AFUA_6G13030";"cluster_1193"
"AFUA_6G06660";"cluster_1196"
"AFUA_6G03750";"cluster_1297"
"AFUA_6G03760";"cluster_1297"
"AFUA_7G05960";"cluster_1278"
"AFUA_2G10860";"cluster_1298"
"AFUA_2G10855";"cluster_1298"
"AFUA_5G01110";"cluster_1298"
"AFUA_3G13060";"cluster_1246"
"AFUA_2G10750";"cluster_1277"
"AFUA_2G04360";"cluster_1235"
"AFUA_5G11670";"cluster_1175"
"AFUA_2G15870";"cluster_1304"
"AFUA_1G12790";"cluster_1309"
"AFUA_4G11640";"cluster_1310"
"AFUA_4G12790";"cluster_1255"
"AFUA_5G03550";"cluster_1315"
"AFUA_3G07640";"cluster_1315"
"AFUA_1G16340";"cluster_1322"
"AFUA_1G06520";"cluster_1323"
"AFUA_3G04310";"cluster_1326"
"AFUA_4G06600";"cluster_1328"
"AFUA_1G16700";"cluster_1330"
"AFUA_2G12360";"cluster_1290"
"AFUA_4G12250";"cluster_1329"
"AFUA_3G08500";"cluster_1334"
"AFUA_8G01640";"cluster_1337"
"AFUA_3G00380";"cluster_1340"
"AFUA_3G11700";"cluster_1325"
"AFUA_3G11710";"cluster_1325"
"AFUA_2G16640";"cluster_1344"
"AFUA_2G13970";"cluster_1348"
"AFUA_2G13960";"cluster_1348"
"AFUA_6G13450";"cluster_1347"
"AFUA_2G05340";"cluster_1351"
"AFUA_2G12850";"cluster_1351"
"AFUA_6G12410";"cluster_1351"
"AFUA_2G05350";"cluster_1351"
"AFUA_5G00630";"cluster_1356"
"AFUA_1G07720";"cluster_1303"
"AFUA_4G03970";"cluster_1336"
"AFUA_1G09640";"cluster_1268"
"AFUA_8G03880";"cluster_1362"
"AFUA_3G09720";"cluster_1372"
"AFUA_3G09700";"cluster_1365"
"AFUA_6G10310";"cluster_1381"
"AFUA_2G14920";"cluster_1346"
"AFUA_2G03750";"cluster_1384"
"AFUA_3G01840";"cluster_1385"
"AFUA_2G01210";"cluster_1342"
"AFUA_2G01220";"cluster_1342"
"AFUA_8G03990";"cluster_1393"
"AFUA_6G07220";"cluster_1394"
"AFUA_2G13740";"cluster_1392"
"AFUA_1G14170";"cluster_1357"
"AFUA_5G12050";"cluster_1397"
"AFUA_5G09270";"cluster_1361"
"AFUA_6G06740";"cluster_1399"
"AFUA_1G15890";"cluster_1400"
"AFUA_1G05230";"cluster_1408"
"AFUA_2G13490";"cluster_1409"
"AFUA_8G04750";"cluster_1368"
"AFUA_4G09050";"cluster_1410"
"AFUA_3G08920";"cluster_1414"
"AFUA_1G15050";"cluster_1417"
"AFUA_2G03910";"cluster_1418"
"AFUA_2G15540";"cluster_1420"
"AFUA_1G07050";"cluster_1387"
"AFUA_5G10690";"cluster_1425"
"AFUA_4G03110";"cluster_1425"
"AFUA_3G10250";"cluster_1433"
"AFUA_8G04970";"cluster_1437"
"AFUA_1G05300";"cluster_1440"
"AFUA_8G02620";"cluster_1441"
"AFUA_8G02630";"cluster_1441"
"AFUA_1G05595";"cluster_1447"
"AFUA_1G05930";"cluster_1436"
"AFUA_1G16580";"cluster_1404"
"AFUA_3G11010";"cluster_1374"
"AFUA_4G04440";"cluster_1438"
"AFUA_7G03640";"cluster_1455"
"AFUA_2G01060";"cluster_1457"
"AFUA_6G10970";"cluster_1463"
"AFUA_1G08920";"cluster_1468"
"AFUA_8G02860";"cluster_1331"
"AFUA_2G00310";"cluster_1471"
"AFUA_1G14910";"cluster_1469"
"AFUA_6G13440";"cluster_1472"
"AFUA_6G04910";"cluster_1474"
"AFUA_1G04700";"cluster_1476"
"AFUA_2G03440";"cluster_1478"
"AFUA_5G04390";"cluster_1450"
"AFUA_2G01260";"cluster_1427"
"AFUA_8G06750";"cluster_1479"
"AFUA_7G03880";"cluster_1481"
"AFUA_1G06310";"cluster_1489"
"AFUA_1G06300";"cluster_1489"
"AFUA_4G10150";"cluster_1482"
"AFUA_6G08170";"cluster_1491"
"AFUA_6G12640";"cluster_1494"
"AFUA_6G12650";"cluster_1494"
"AFUA_1G02680";"cluster_1428"
"AFUA_2G06070";"cluster_1508"
"AFUA_2G05310";"cluster_1509"
"AFUA_3G06130";"cluster_1511"
"AFUA_6G02530";"cluster_1512"
"AFUA_4G07540";"cluster_1504"
"AFUA_4G03670";"cluster_1515"
"AFUA_6G09520";"cluster_1517"
"AFUA_3G11470";"cluster_1047"
"AFUA_3G05880";"cluster_1522"
"AFUA_4G06080";"cluster_1525"
"AFUA_7G03820";"cluster_1536"
"AFUA_1G07250";"cluster_1539"
"AFUA_1G07230";"cluster_1539"
"AFUA_5G02990";"cluster_1541"
"AFUA_5G03000";"cluster_1541"
"AFUA_1G12820";"cluster_1546"
"AFUA_5G03030";"cluster_1544"
"AFUA_2G08090";"cluster_1548"
"AFUA_2G10870";"cluster_1552"
"AFUA_3G02070";"cluster_1550"
"AFUA_1G00310";"cluster_1555"
"AFUA_3G07160";"cluster_1555"
"AFUA_8G04610";"cluster_1562"
"AFUA_5G03500";"cluster_1557"
"AFUA_6G14030";"cluster_1565"
"AFUA_5G06450";"cluster_1568"
"AFUA_5G06000";"cluster_1563"
"AFUA_7G01010";"cluster_1573"
"AFUA_6G10590";"cluster_1535"
"AFUA_6G04010";"cluster_1496"
"AFUA_1G02480";"cluster_1575"
"AFUA_5G10890";"cluster_1547"
"AFUA_4G09210";"cluster_1578"
"AFUA_2G02130";"cluster_1581"
"AFUA_8G00590";"cluster_1581"
"AFUA_4G07400";"cluster_1582"
"AFUA_7G06550";"cluster_1586"
"AFUA_7G06540";"cluster_1586"
"AFUA_6G00630";"cluster_1584"
"AFUA_5G06730";"cluster_1584"
"AFUA_2G04770";"cluster_1521"
"AFUA_2G09570";"cluster_1587"
"AFUA_2G11460";"cluster_1259"
"AFUA_5G03330";"cluster_1595"
"AFUA_1G10970";"cluster_1561"
"AFUA_6G09000";"cluster_1598"
"AFUA_3G11660";"cluster_1591"
"AFUA_2G03930";"cluster_1514"
"AFUA_2G15620";"cluster_1529"
"AFUA_2G01870";"cluster_1604"
"AFUA_1G02570";"cluster_1600"
"AFUA_2G07910";"cluster_1610"
"AFUA_6G12350";"cluster_1613"
"AFUA_4G09030";"cluster_1605"
"AFUA_4G04310";"cluster_1611"
"AFUA_1G06930";"cluster_1623"
"AFUA_5G10190";"cluster_1619"
"AFUA_3G09740";"cluster_1618"
"AFUA_1G15340";"cluster_1621"
"AFUA_1G15350";"cluster_1621"
"AFUA_1G14450";"cluster_1626"
"AFUA_3G10610";"cluster_1580"
"AFUA_2G16480";"cluster_1533"
"AFUA_2G16490";"cluster_1533"
"AFUA_7G03840";"cluster_1624"
"AFUA_3G14420";"cluster_1633"
"AFUA_5G00760";"cluster_1633"
"AFUA_3G05650";"cluster_1631"
"AFUA_1G04790";"cluster_1635"
"AFUA_1G04800";"cluster_1635"
"AFUA_2G12530";"cluster_1641"
"AFUA_1G11620";"cluster_1638"
"AFUA_5G03990";"cluster_1640"
"AFUA_5G03940";"cluster_1640"
"AFUA_3G06450";"cluster_1642"
"AFUA_1G05260";"cluster_1543"
"AFUA_2G04860";"cluster_1601"
"AFUA_5G13392";"cluster_1643"
"AFUA_4G07460";"cluster_1648"
"AFUA_1G05810";"cluster_1647"
"AFUA_8G02100";"cluster_1650"
"AFUA_1G17410";"cluster_1650"
"AFUA_1G09270";"cluster_1653"
"AFUA_3G08650";"cluster_1458"
"AFUA_4G08250";"cluster_1571"
"AFUA_4G10400";"cluster_1660"
"AFUA_5G07770";"cluster_1662"
"AFUA_1G11170";"cluster_1664"
"AFUA_1G15900";"cluster_1663"
"AFUA_6G07950";"cluster_1669"
"AFUA_4G03960";"cluster_1602"
"AFUA_6G12980";"cluster_1670"
"AFUA_6G08840";"cluster_1671"
"AFUA_7G03940";"cluster_1672"
"AFUA_2G15000";"cluster_1628"
"AFUA_5G15060";"cluster_1677"
"AFUA_2G11660";"cluster_1681"
"AFUA_6G11120";"cluster_1682"
"AFUA_5G11750";"cluster_1678"
"AFUA_6G04310";"cluster_1683"
"AFUA_2G01180";"cluster_1689"
"AFUA_3G12350";"cluster_1691"
"AFUA_6G02910";"cluster_1692"
"AFUA_2G04020";"cluster_1695"
"AFUA_1G15270";"cluster_1442"
"AFUA_6G14220";"cluster_1696"
"AFUA_2G12430";"cluster_1697"
"AFUA_1G06030";"cluster_1534"
"AFUA_5G00150";"cluster_1702"
"AFUA_2G01120";"cluster_1710"
"AFUA_5G08140";"cluster_1713"
"AFUA_8G06920";"cluster_1712"
"AFUA_1G10525";"cluster_1599"
"AFUA_6G01970";"cluster_1716"
"AFUA_1G15720";"cluster_1718"
"AFUA_4G11450";"cluster_1720"
"AFUA_2G08080";"cluster_1719"
"AFUA_1G03510";"cluster_1688"
"AFUA_2G14230";"cluster_1721"
"AFUA_2G14220";"cluster_1721"
"AFUA_2G11210";"cluster_1722"
"AFUA_2G03170";"cluster_1725"
"AFUA_1G04910";"cluster_1729"
"AFUA_1G04900";"cluster_1729"
"AFUA_1G07700";"cluster_1735"
"AFUA_6G12830";"cluster_1738"
"AFUA_8G00410";"cluster_1741"
"AFUA_4G06930";"cluster_1741"
"AFUA_4G06940";"cluster_1741"
"AFUA_1G02000";"cluster_1740"
"AFUA_1G10100";"cluster_1545"
"AFUA_8G04220";"cluster_1745"
"AFUA_2G03090";"cluster_1701"
"AFUA_1G10620";"cluster_1680"
"AFUA_4G06150";"cluster_1743"
"AFUA_1G11630";"cluster_1736"
"AFUA_1G06400";"cluster_1751"
"AFUA_6G11200";"cluster_1734"
"AFUA_1G11970";"cluster_1750"
"AFUA_3G01440";"cluster_1754"
"AFUA_5G07620";"cluster_1754"
"AFUA_2G05120";"cluster_1728"
"AFUA_5G03860";"cluster_1761"
"AFUA_5G03850";"cluster_1761"
"AFUA_3G05560";"cluster_1762"
"AFUA_3G09770";"cluster_1730"
"AFUA_6G12760";"cluster_1763"
"AFUA_6G12750";"cluster_1763"
"AFUA_5G12020";"cluster_1764"
"AFUA_4G12590";"cluster_1760"
"AFUA_5G07140";"cluster_1744"
"AFUA_6G05260";"cluster_1180"
"AFUA_6G05250";"cluster_1180"
"AFUA_1G13230";"cluster_1769"
"AFUA_2G14710";"cluster_1768"
"AFUA_2G02560";"cluster_1770"
"AFUA_1G03820";"cluster_1454"
"AFUA_3G07850";"cluster_1753"
"AFUA_2G09010";"cluster_1694"
"AFUA_2G03110";"cluster_1777"
"AFUA_2G03100";"cluster_1777"
"AFUA_5G07830";"cluster_1779"
"AFUA_2G07430";"cluster_1629"
"AFUA_5G11720";"cluster_400"
"AFUA_2G08900";"cluster_1781"
"AFUA_1G17725";"cluster_1782"
"AFUA_1G17730";"cluster_1782"
"AFUA_2G11730";"cluster_1788"
"AFUA_5G07290";"cluster_1789"
"AFUA_5G07300";"cluster_1789"
"AFUA_1G04570";"cluster_1791"
"AFUA_4G03710";"cluster_1795"
"AFUA_4G03722";"cluster_1795"
"AFUA_5G08670";"cluster_1796"
"AFUA_6G04190";"cluster_1799"
"AFUA_5G09780";"cluster_1091"
"AFUA_5G09750";"cluster_1091"
"AFUA_1G09760";"cluster_1801"
"AFUA_1G06762";"cluster_1747"
"AFUA_2G12140";"cluster_1808"
"AFUA_2G14280";"cluster_1806"
"AFUA_5G09450";"cluster_1766"
"AFUA_1G10370";"cluster_1810"
"AFUA_3G03940";"cluster_1810"
"AFUA_1G14500";"cluster_1614"
"AFUA_3G11740";"cluster_1814"
"AFUA_6G07120";"cluster_1817"
"AFUA_5G04330";"cluster_1559"
"AFUA_6G10780";"cluster_1820"
"AFUA_1G13450";"cluster_1774"
"AFUA_3G14445";"cluster_1821"
"AFUA_4G14240";"cluster_1826"
"AFUA_7G00652";"cluster_1823"
"AFUA_8G04702";"cluster_1824"
"AFUA_8G04670";"cluster_1824"
"AFUA_5G06420";"cluster_1531"
"AFUA_2G08070";"cluster_1827"
"AFUA_3G11940";"cluster_1828"
"AFUA_5G06400";"cluster_1833"
"AFUA_5G03090";"cluster_1714"
"AFUA_5G10920";"cluster_1835"
"AFUA_5G09950";"cluster_1780"
"AFUA_1G10900";"cluster_1780"
"AFUA_6G13850";"cluster_1839"
"AFUA_2G08560";"cluster_1838"
"AFUA_4G11440";"cluster_1840"
"AFUA_5G09630";"cluster_1836"
"AFUA_7G05600";"cluster_1558"
"AFUA_8G07330";"cluster_1841"
"AFUA_4G03900";"cluster_1844"
"AFUA_1G13010";"cluster_1845"
"AFUA_2G17200";"cluster_1459"
"AFUA_1G10330";"cluster_1846"
"AFUA_1G10340";"cluster_1846"
"AFUA_1G09080";"cluster_1850"
"AFUA_5G06300";"cluster_1851"
"AFUA_5G06290";"cluster_1851"
"AFUA_1G05540";"cluster_1854"
"AFUA_1G01200";"cluster_625"
"AFUA_4G00230";"cluster_1857"
"AFUA_3G10820";"cluster_1858"
"AFUA_3G10830";"cluster_1858"
"AFUA_2G02680";"cluster_1860"
"AFUA_3G14010";"cluster_1861"
"AFUA_1G03010";"cluster_1862"
"AFUA_4G06630";"cluster_1784"
"AFUA_5G09170";"cluster_1863"
"AFUA_4G11630";"cluster_1855"
"AFUA_7G04510";"cluster_1834"
"AFUA_2G02690";"cluster_1864"
"AFUA_2G17920";"cluster_1856"
"AFUA_6G02940";"cluster_1775"
"AFUA_4G03850";"cluster_1646"
"AFUA_1G12920";"cluster_1869"
"AFUA_8G02790";"cluster_1868"
"AFUA_5G05480";"cluster_1867"
"AFUA_3G06480";"cluster_1871"
"AFUA_3G09100";"cluster_1874"
"AFUA_3G09110";"cluster_1874"
"AFUA_6G14170";"cluster_1875"
"AFUA_5G01840";"cluster_1876"
"AFUA_2G11970";"cluster_1882"
"AFUA_2G02160";"cluster_1885"
"AFUA_2G02165";"cluster_1885"
"AFUA_2G11430";"cluster_1886"
"AFUA_4G10570";"cluster_1887"
"AFUA_3G10910";"cluster_1888"
"AFUA_2G13530";"cluster_426"
"AFUA_2G13540";"cluster_426"
"AFUA_1G02050";"cluster_1895"
"AFUA_2G04620";"cluster_1893"
"AFUA_8G03930";"cluster_1893"
"AFUA_8G03940";"cluster_1893"
"AFUA_1G04670";"cluster_1894"
"AFUA_3G10650";"cluster_1819"
"AFUA_8G05220";"cluster_1901"
"AFUA_1G10830";"cluster_1903"
"AFUA_1G10820";"cluster_1903"
"AFUA_7G04300";"cluster_1912"
"AFUA_4G09880";"cluster_1913"
"AFUA_4G10820";"cluster_1914"
"AFUA_4G10810";"cluster_1914"
"AFUA_8G02710";"cluster_1798"
"AFUA_2G11475";"cluster_1917"
"AFUA_2G12860";"cluster_1920"
"AFUA_5G06120";"cluster_1924"
"AFUA_1G03500";"cluster_1434"
"AFUA_7G03890";"cluster_1897"
"AFUA_7G05620";"cluster_1797"
"AFUA_5G09250";"cluster_1507"
"AFUA_6G08700";"cluster_1908"
"AFUA_5G06410";"cluster_1934"
"AFUA_1G13940";"cluster_1935"
"AFUA_6G02270";"cluster_1785"
"AFUA_4G08570";"cluster_1866"
"AFUA_3G12030";"cluster_1939"
"AFUA_1G16250";"cluster_1574"
"AFUA_4G09740";"cluster_1944"
"AFUA_1G14180";"cluster_1942"
"AFUA_4G00390";"cluster_1936"
"AFUA_1G12000";"cluster_1949"
"AFUA_1G11990";"cluster_1949"
"AFUA_2G02470";"cluster_1950"
"AFUA_7G05580";"cluster_1829"
"AFUA_5G11360";"cluster_1953"
"AFUA_1G16800";"cluster_1776"
"AFUA_3G10360";"cluster_1961"
"AFUA_3G05780";"cluster_1959"
"AFUA_1G00730";"cluster_1923"
"AFUA_1G15460";"cluster_1923"
"AFUA_5G02730";"cluster_1909"
"AFUA_4G08090";"cluster_1966"
"AFUA_2G11480";"cluster_1969"
"AFUA_8G04130";"cluster_1928"
"AFUA_7G01890";"cluster_1707"
"AFUA_7G01900";"cluster_1707"
"AFUA_1G10690";"cluster_1960"
"AFUA_2G07630";"cluster_1435"
"AFUA_2G01980";"cluster_1979"
"AFUA_6G07890";"cluster_1978"
"AFUA_3G06080";"cluster_1831"
"AFUA_4G07200";"cluster_1985"
"AFUA_1G07160";"cluster_1564"
"AFUA_3G11460";"cluster_1988"
"AFUA_2G17610";"cluster_1905"
"AFUA_2G10610";"cluster_1989"
"AFUA_5G01820";"cluster_1996"
"AFUA_2G06110";"cluster_2001"
"AFUA_2G06140";"cluster_2001"
"AFUA_6G12560";"cluster_1998"
"AFUA_5G11910";"cluster_2000"
"AFUA_6G12360";"cluster_1881"
"AFUA_3G13940";"cluster_2004"
"AFUA_3G07140";"cluster_2005"
"AFUA_6G14690";"cluster_507"
"AFUA_6G14720";"cluster_507"
"AFUA_1G10450";"cluster_2012"
"AFUA_1G14570";"cluster_1986"
"AFUA_6G12870";"cluster_2016"
"AFUA_2G00370";"cluster_1974"
"AFUA_6G07110";"cluster_1963"
"AFUA_2G11840";"cluster_2009"
"AFUA_1G12830";"cluster_2007"
"AFUA_3G06590";"cluster_2020"
"AFUA_3G06597";"cluster_2020"
"AFUA_1G12180";"cluster_1964"
"AFUA_6G02380";"cluster_2021"
"AFUA_6G02390";"cluster_2021"
"AFUA_5G03820";"cluster_2025"
"AFUA_4G03860";"cluster_2030"
"AFUA_4G06690";"cluster_2032"
"AFUA_6G03090";"cluster_615"
"AFUA_4G12310";"cluster_2039"
"AFUA_4G12270";"cluster_2038"
"AFUA_4G10600";"cluster_2002"
"AFUA_5G10630";"cluster_2044"
"AFUA_1G13510";"cluster_2036"
"AFUA_5G08430";"cluster_2048"
"AFUA_2G15910";"cluster_2049"
"AFUA_2G15915";"cluster_2049"
"AFUA_1G13590";"cluster_2047"
"AFUA_5G05980";"cluster_2055"
"AFUA_1G16940";"cluster_2053"
"AFUA_1G05770";"cluster_1984"
"AFUA_3G03460";"cluster_2060"
"AFUA_5G04340";"cluster_2061"
"AFUA_2G07900";"cluster_2062"
"AFUA_2G09740";"cluster_2059"
"AFUA_6G06950";"cluster_2065"
"AFUA_5G13850";"cluster_2063"
"AFUA_6G10220";"cluster_2063"
"AFUA_3G11780";"cluster_2066"
"AFUA_1G14990";"cluster_580"
"AFUA_1G15000";"cluster_580"
"AFUA_8G04250";"cluster_2050"
"AFUA_2G04780";"cluster_2070"
"AFUA_8G01490";"cluster_2074"
"AFUA_1G03450";"cluster_2075"
"AFUA_4G11300";"cluster_2076"
"AFUA_3G15020";"cluster_2077"
"AFUA_8G02700";"cluster_2079"
"AFUA_4G14150";"cluster_2078"
"AFUA_1G04480";"cluster_2051"
"AFUA_3G00320";"cluster_2082"
"AFUA_6G12210";"cluster_2082"
"AFUA_4G10970";"cluster_2069"
"AFUA_1G04110";"cluster_2083"
"AFUA_1G11650";"cluster_2089"
"AFUA_1G11710";"cluster_2089"
"AFUA_1G02980";"cluster_2088"
"AFUA_5G11610";"cluster_2037"
"AFUA_1G16310";"cluster_2095"
"AFUA_1G16320";"cluster_2095"
"AFUA_1G16300";"cluster_2095"
"AFUA_8G06470";"cluster_2101"
"AFUA_1G07320";"cluster_2067"
"AFUA_7G05280";"cluster_2104"
"AFUA_1G14100";"cluster_2115"
"AFUA_1G14090";"cluster_2115"
"AFUA_4G10550";"cluster_2097"
"AFUA_6G05130";"cluster_2121"
"AFUA_2G14240";"cluster_1049"
"AFUA_5G14760";"cluster_2122"
"AFUA_4G12400";"cluster_2128"
"AFUA_3G08100";"cluster_2130"
"AFUA_5G05900";"cluster_2092"
"AFUA_1G06560";"cluster_2137"
"AFUA_3G11210";"cluster_2142"
